2026-09-25 12:25:04.532 | ==============================================================================
2026-09-25 12:25:04.532 | CASO leader_follower x C1: perda do enlace (2,5), grafo conexo
2026-09-25 12:25:04.532 | Grafo nominal: (1,2) (2,3) (3,4) (4,5) (5,6) (2,5) | agentes: 1(816) 2(824) 3(828) 4(830) 5(850) 6(832)
2026-09-25 12:25:04.532 | FALHA PERMANENTE (o dia todo): enlace(s) fora = (2,5)
2026-09-25 12:25:04.534 | [t=00:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:04.536 | [t=01:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:04.538 | [t=02:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:04.539 | [t=03:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:04.540 | [t=04:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:04.542 | [t=05:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:04.543 | [t=06:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:04.544 | [t_sim=07:00:00.000 k=000] MSG #0000001 1(816) -> 2(824) stNum=1 sqNum=0 | rho=0.000000 V=1.056254 pu | ENTREGUE
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] MSG #0000017 3(828) -> 2(824) stNum=2 sqNum=0 | rho=0.000000 V=1.055772 pu | ENTREGUE
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] MSG #0000018 3(828) -> 4(830) stNum=2 sqNum=0 | rho=0.000000 V=1.055772 pu | ENTREGUE
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] MSG #0000019 4(830) -> 3(828) stNum=2 sqNum=0 | rho=0.000000 V=1.053941 pu | ENTREGUE
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] MSG #0000020 4(830) -> 5(850) stNum=2 sqNum=0 | rho=0.000000 V=1.053941 pu | ENTREGUE
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] MSG #0000021 5(850) -> 4(830) stNum=2 sqNum=0 | rho=0.000000 V=1.056209 pu | ENTREGUE
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] MSG #0000022 5(850) -> 6(832) stNum=2 sqNum=0 | rho=0.000000 V=1.056209 pu | ENTREGUE
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] MSG #0000023 5(850) -> 2(824) stNum=2 sqNum=0 | rho=0.000000 V=1.056209 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] MSG #0000024 6(832) -> 5(850) stNum=2 sqNum=0 | rho=0.000000 V=1.050221 pu | ENTREGUE
2026-09-25 12:25:04.545 | [t_sim=07:00:00.200 k=001] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000025 1(816) -> 2(824) stNum=3 sqNum=0 | rho=0.057135 V=1.056147 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000026 2(824) -> 1(816) stNum=3 sqNum=0 | rho=0.005218 V=1.055777 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000027 2(824) -> 3(828) stNum=3 sqNum=0 | rho=0.005218 V=1.055777 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000028 2(824) -> 5(850) stNum=3 sqNum=0 | rho=0.005218 V=1.055777 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000029 3(828) -> 2(824) stNum=3 sqNum=0 | rho=0.000000 V=1.055716 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000030 3(828) -> 4(830) stNum=3 sqNum=0 | rho=0.000000 V=1.055716 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000031 4(830) -> 3(828) stNum=3 sqNum=0 | rho=0.000000 V=1.053885 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000032 4(830) -> 5(850) stNum=3 sqNum=0 | rho=0.000000 V=1.053885 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000033 5(850) -> 4(830) stNum=3 sqNum=0 | rho=0.000000 V=1.056155 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000034 5(850) -> 6(832) stNum=3 sqNum=0 | rho=0.000000 V=1.056155 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000035 5(850) -> 2(824) stNum=3 sqNum=0 | rho=0.000000 V=1.056155 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] MSG #0000036 6(832) -> 5(850) stNum=3 sqNum=0 | rho=0.000000 V=1.050165 pu | ENTREGUE
2026-09-25 12:25:04.546 | [t_sim=07:00:00.400 k=002] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000037 1(816) -> 2(824) stNum=4 sqNum=0 | rho=0.079258 V=1.056092 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000038 2(824) -> 1(816) stNum=4 sqNum=0 | rho=0.013001 V=1.055720 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000039 2(824) -> 3(828) stNum=4 sqNum=0 | rho=0.013001 V=1.055720 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000040 2(824) -> 5(850) stNum=4 sqNum=0 | rho=0.013001 V=1.055720 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000041 3(828) -> 2(824) stNum=4 sqNum=0 | rho=0.000870 V=1.055659 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000042 3(828) -> 4(830) stNum=4 sqNum=0 | rho=0.000870 V=1.055659 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000043 4(830) -> 3(828) stNum=4 sqNum=0 | rho=0.000000 V=1.053829 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000044 4(830) -> 5(850) stNum=4 sqNum=0 | rho=0.000000 V=1.053829 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000045 5(850) -> 4(830) stNum=4 sqNum=0 | rho=0.000000 V=1.056101 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000046 5(850) -> 6(832) stNum=4 sqNum=0 | rho=0.000000 V=1.056101 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000047 5(850) -> 2(824) stNum=4 sqNum=0 | rho=0.000000 V=1.056101 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] MSG #0000048 6(832) -> 5(850) stNum=4 sqNum=0 | rho=0.000000 V=1.050109 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.600 k=003] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:04.547 | [t_sim=07:00:00.800 k=004] MSG #0000049 1(816) -> 2(824) stNum=5 sqNum=0 | rho=0.098719 V=1.056038 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.800 k=004] MSG #0000050 2(824) -> 1(816) stNum=5 sqNum=0 | rho=0.022022 V=1.055663 pu | ENTREGUE
2026-09-25 12:25:04.547 | [t_sim=07:00:00.800 k=004] MSG #0000051 2(824) -> 3(828) stNum=5 sqNum=0 | rho=0.022022 V=1.055663 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000052 2(824) -> 5(850) stNum=5 sqNum=0 | rho=0.022022 V=1.055663 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000053 3(828) -> 2(824) stNum=5 sqNum=0 | rho=0.002747 V=1.055602 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000054 3(828) -> 4(830) stNum=5 sqNum=0 | rho=0.002747 V=1.055602 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000055 4(830) -> 3(828) stNum=5 sqNum=0 | rho=0.000145 V=1.053771 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000056 4(830) -> 5(850) stNum=5 sqNum=0 | rho=0.000145 V=1.053771 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000057 5(850) -> 4(830) stNum=5 sqNum=0 | rho=0.000000 V=1.056047 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000058 5(850) -> 6(832) stNum=5 sqNum=0 | rho=0.000000 V=1.056047 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000059 5(850) -> 2(824) stNum=5 sqNum=0 | rho=0.000000 V=1.056047 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] MSG #0000060 6(832) -> 5(850) stNum=5 sqNum=0 | rho=0.000000 V=1.050051 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:00.800 k=004] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:04.548 | [t_sim=07:00:01.000 k=005] MSG #0000061 1(816) -> 2(824) stNum=6 sqNum=0 | rho=0.116172 V=1.055985 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:01.000 k=005] MSG #0000062 2(824) -> 1(816) stNum=6 sqNum=0 | rho=0.031592 V=1.055606 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:01.000 k=005] MSG #0000063 2(824) -> 3(828) stNum=6 sqNum=0 | rho=0.031592 V=1.055606 pu | ENTREGUE
2026-09-25 12:25:04.548 | [t_sim=07:00:01.000 k=005] MSG #0000064 2(824) -> 5(850) stNum=6 sqNum=0 | rho=0.031592 V=1.055606 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.548 | [t_sim=07:00:01.000 k=005] MSG #0000065 3(828) -> 2(824) stNum=6 sqNum=0 | rho=0.005526 V=1.055545 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.000 k=005] MSG #0000066 3(828) -> 4(830) stNum=6 sqNum=0 | rho=0.005526 V=1.055545 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.000 k=005] MSG #0000067 4(830) -> 3(828) stNum=6 sqNum=0 | rho=0.000554 V=1.053714 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.000 k=005] MSG #0000068 4(830) -> 5(850) stNum=6 sqNum=0 | rho=0.000554 V=1.053714 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.000 k=005] MSG #0000069 5(850) -> 4(830) stNum=6 sqNum=0 | rho=0.000024 V=1.055994 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.000 k=005] MSG #0000070 5(850) -> 6(832) stNum=6 sqNum=0 | rho=0.000024 V=1.055994 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.000 k=005] MSG #0000071 5(850) -> 2(824) stNum=6 sqNum=0 | rho=0.000024 V=1.055994 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.549 | [t_sim=07:00:01.000 k=005] MSG #0000072 6(832) -> 5(850) stNum=6 sqNum=0 | rho=0.000000 V=1.049994 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.000 k=005] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000073 1(816) -> 2(824) stNum=7 sqNum=0 | rho=0.132044 V=1.055932 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000074 2(824) -> 1(816) stNum=7 sqNum=0 | rho=0.041344 V=1.055550 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000075 2(824) -> 3(828) stNum=7 sqNum=0 | rho=0.041344 V=1.055550 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000076 2(824) -> 5(850) stNum=7 sqNum=0 | rho=0.041344 V=1.055550 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000077 3(828) -> 2(824) stNum=7 sqNum=0 | rho=0.009042 V=1.055489 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000078 3(828) -> 4(830) stNum=7 sqNum=0 | rho=0.009042 V=1.055489 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000079 4(830) -> 3(828) stNum=7 sqNum=0 | rho=0.001295 V=1.053657 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000080 4(830) -> 5(850) stNum=7 sqNum=0 | rho=0.001295 V=1.053657 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000081 5(850) -> 4(830) stNum=7 sqNum=0 | rho=0.000109 V=1.055941 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000082 5(850) -> 6(832) stNum=7 sqNum=0 | rho=0.000109 V=1.055941 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000083 5(850) -> 2(824) stNum=7 sqNum=0 | rho=0.000109 V=1.055941 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] MSG #0000084 6(832) -> 5(850) stNum=7 sqNum=0 | rho=0.000004 V=1.049937 pu | ENTREGUE
2026-09-25 12:25:04.549 | [t_sim=07:00:01.200 k=006] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000085 1(816) -> 2(824) stNum=8 sqNum=0 | rho=0.146633 V=1.055880 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000086 2(824) -> 1(816) stNum=8 sqNum=0 | rho=0.051077 V=1.055494 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000087 2(824) -> 3(828) stNum=8 sqNum=0 | rho=0.051077 V=1.055494 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000088 2(824) -> 5(850) stNum=8 sqNum=0 | rho=0.051077 V=1.055494 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000089 3(828) -> 2(824) stNum=8 sqNum=0 | rho=0.013134 V=1.055432 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000090 3(828) -> 4(830) stNum=8 sqNum=0 | rho=0.013134 V=1.055432 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000091 4(830) -> 3(828) stNum=8 sqNum=0 | rho=0.002388 V=1.053601 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000092 4(830) -> 5(850) stNum=8 sqNum=0 | rho=0.002388 V=1.053601 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000093 5(850) -> 4(830) stNum=8 sqNum=0 | rho=0.000289 V=1.055889 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000094 5(850) -> 6(832) stNum=8 sqNum=0 | rho=0.000289 V=1.055889 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000095 5(850) -> 2(824) stNum=8 sqNum=0 | rho=0.000289 V=1.055889 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] MSG #0000096 6(832) -> 5(850) stNum=8 sqNum=0 | rho=0.000021 V=1.049881 pu | ENTREGUE
2026-09-25 12:25:04.550 | [t_sim=07:00:01.400 k=007] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000097 1(816) -> 2(824) stNum=9 sqNum=0 | rho=0.160152 V=1.055828 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000098 2(824) -> 1(816) stNum=9 sqNum=0 | rho=0.060679 V=1.055438 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000099 2(824) -> 3(828) stNum=9 sqNum=0 | rho=0.060679 V=1.055438 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000100 2(824) -> 5(850) stNum=9 sqNum=0 | rho=0.060679 V=1.055438 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000101 3(828) -> 2(824) stNum=9 sqNum=0 | rho=0.017667 V=1.055377 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000102 3(828) -> 4(830) stNum=9 sqNum=0 | rho=0.017667 V=1.055377 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000103 4(830) -> 3(828) stNum=9 sqNum=0 | rho=0.003829 V=1.053544 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000104 4(830) -> 5(850) stNum=9 sqNum=0 | rho=0.003829 V=1.053544 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000105 5(850) -> 4(830) stNum=9 sqNum=0 | rho=0.000594 V=1.055838 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000106 5(850) -> 6(832) stNum=9 sqNum=0 | rho=0.000594 V=1.055838 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000107 5(850) -> 2(824) stNum=9 sqNum=0 | rho=0.000594 V=1.055838 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] MSG #0000108 6(832) -> 5(850) stNum=9 sqNum=0 | rho=0.000066 V=1.049824 pu | ENTREGUE
2026-09-25 12:25:04.551 | [t_sim=07:00:01.600 k=008] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000109 1(816) -> 2(824) stNum=10 sqNum=0 | rho=0.172762 V=1.055777 pu | ENTREGUE
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000110 2(824) -> 1(816) stNum=10 sqNum=0 | rho=0.070089 V=1.055383 pu | ENTREGUE
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000111 2(824) -> 3(828) stNum=10 sqNum=0 | rho=0.070089 V=1.055383 pu | ENTREGUE
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000112 2(824) -> 5(850) stNum=10 sqNum=0 | rho=0.070089 V=1.055383 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000113 3(828) -> 2(824) stNum=10 sqNum=0 | rho=0.022529 V=1.055322 pu | ENTREGUE
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000114 3(828) -> 4(830) stNum=10 sqNum=0 | rho=0.022529 V=1.055322 pu | ENTREGUE
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000115 4(830) -> 3(828) stNum=10 sqNum=0 | rho=0.005596 V=1.053488 pu | ENTREGUE
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000116 4(830) -> 5(850) stNum=10 sqNum=0 | rho=0.005596 V=1.053488 pu | ENTREGUE
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000117 5(850) -> 4(830) stNum=10 sqNum=0 | rho=0.001045 V=1.055787 pu | ENTREGUE
2026-09-25 12:25:04.552 | [t_sim=07:00:01.800 k=009] MSG #0000118 5(850) -> 6(832) stNum=10 sqNum=0 | rho=0.001045 V=1.055787 pu | ENTREGUE
