2026-09-25 12:25:15.509 | ==============================================================================
2026-09-25 12:25:15.509 | CASO leader_follower x C0_perda_0.10: topologia nominal, canal probabilistico com perda 0.10 por mensagem
2026-09-25 12:25:15.509 | Grafo nominal: (1,2) (2,3) (3,4) (4,5) (5,6) (2,5) | agentes: 1(816) 2(824) 3(828) 4(830) 5(850) 6(832)
2026-09-25 12:25:15.510 | [t=00:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:15.511 | [t=01:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:15.512 | [t=02:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:15.514 | [t=03:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:15.515 | [t=04:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:15.516 | [t=05:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:15.517 | [t=06:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:15.518 | [t_sim=07:00:00.000 k=000] MSG #0000001 1(816) -> 2(824) stNum=1 sqNum=0 | rho=0.000000 V=1.056254 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000015 2(824) -> 3(828) stNum=2 sqNum=0 | rho=0.000000 V=1.055833 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000016 2(824) -> 5(850) stNum=2 sqNum=0 | rho=0.000000 V=1.055833 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000017 3(828) -> 2(824) stNum=2 sqNum=0 | rho=0.000000 V=1.055772 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000018 3(828) -> 4(830) stNum=2 sqNum=0 | rho=0.000000 V=1.055772 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000019 4(830) -> 3(828) stNum=2 sqNum=0 | rho=0.000000 V=1.053941 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000020 4(830) -> 5(850) stNum=2 sqNum=0 | rho=0.000000 V=1.053941 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000021 5(850) -> 4(830) stNum=2 sqNum=0 | rho=0.000000 V=1.056209 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000022 5(850) -> 6(832) stNum=2 sqNum=0 | rho=0.000000 V=1.056209 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000023 5(850) -> 2(824) stNum=2 sqNum=0 | rho=0.000000 V=1.056209 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] MSG #0000024 6(832) -> 5(850) stNum=2 sqNum=0 | rho=0.000000 V=1.050221 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.200 k=001] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000025 1(816) -> 2(824) stNum=3 sqNum=0 | rho=0.057135 V=1.056147 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000026 2(824) -> 1(816) stNum=3 sqNum=0 | rho=0.005218 V=1.055777 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000027 2(824) -> 3(828) stNum=3 sqNum=0 | rho=0.005218 V=1.055777 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000028 2(824) -> 5(850) stNum=3 sqNum=0 | rho=0.005218 V=1.055777 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000029 3(828) -> 2(824) stNum=3 sqNum=0 | rho=0.000000 V=1.055716 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000030 3(828) -> 4(830) stNum=3 sqNum=0 | rho=0.000000 V=1.055716 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000031 4(830) -> 3(828) stNum=3 sqNum=0 | rho=0.000000 V=1.053885 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000032 4(830) -> 5(850) stNum=3 sqNum=0 | rho=0.000000 V=1.053885 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000033 5(850) -> 4(830) stNum=3 sqNum=0 | rho=0.000000 V=1.056155 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000034 5(850) -> 6(832) stNum=3 sqNum=0 | rho=0.000000 V=1.056155 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000035 5(850) -> 2(824) stNum=3 sqNum=0 | rho=0.000000 V=1.056155 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] MSG #0000036 6(832) -> 5(850) stNum=3 sqNum=0 | rho=0.000000 V=1.050165 pu | ENTREGUE
2026-09-25 12:25:15.519 | [t_sim=07:00:00.400 k=002] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000037 1(816) -> 2(824) stNum=4 sqNum=0 | rho=0.078388 V=1.056106 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000038 2(824) -> 1(816) stNum=4 sqNum=0 | rho=0.007827 V=1.055735 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000039 2(824) -> 3(828) stNum=4 sqNum=0 | rho=0.007827 V=1.055735 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000040 2(824) -> 5(850) stNum=4 sqNum=0 | rho=0.007827 V=1.055735 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000041 3(828) -> 2(824) stNum=4 sqNum=0 | rho=0.000000 V=1.055674 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000042 3(828) -> 4(830) stNum=4 sqNum=0 | rho=0.000000 V=1.055674 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000043 4(830) -> 3(828) stNum=4 sqNum=0 | rho=0.000000 V=1.053843 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000044 4(830) -> 5(850) stNum=4 sqNum=0 | rho=0.000000 V=1.053843 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000045 5(850) -> 4(830) stNum=4 sqNum=0 | rho=0.000000 V=1.056114 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000046 5(850) -> 6(832) stNum=4 sqNum=0 | rho=0.000000 V=1.056114 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000047 5(850) -> 2(824) stNum=4 sqNum=0 | rho=0.000000 V=1.056114 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] MSG #0000048 6(832) -> 5(850) stNum=4 sqNum=0 | rho=0.000000 V=1.050123 pu | ENTREGUE
2026-09-25 12:25:15.520 | [t_sim=07:00:00.600 k=003] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000049 1(816) -> 2(824) stNum=5 sqNum=0 | rho=0.096763 V=1.056061 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000050 2(824) -> 1(816) stNum=5 sqNum=0 | rho=0.013436 V=1.055688 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000051 2(824) -> 3(828) stNum=5 sqNum=0 | rho=0.013436 V=1.055688 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000052 2(824) -> 5(850) stNum=5 sqNum=0 | rho=0.013436 V=1.055688 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000053 3(828) -> 2(824) stNum=5 sqNum=0 | rho=0.000870 V=1.055628 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000054 3(828) -> 4(830) stNum=5 sqNum=0 | rho=0.000870 V=1.055628 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000055 4(830) -> 3(828) stNum=5 sqNum=0 | rho=0.000000 V=1.053797 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000056 4(830) -> 5(850) stNum=5 sqNum=0 | rho=0.000000 V=1.053797 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000057 5(850) -> 4(830) stNum=5 sqNum=0 | rho=0.000870 V=1.056070 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000058 5(850) -> 6(832) stNum=5 sqNum=0 | rho=0.000870 V=1.056070 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000059 5(850) -> 2(824) stNum=5 sqNum=0 | rho=0.000870 V=1.056070 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] MSG #0000060 6(832) -> 5(850) stNum=5 sqNum=0 | rho=0.000000 V=1.050077 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:00.800 k=004] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000061 1(816) -> 2(824) stNum=6 sqNum=0 | rho=0.112288 V=1.056019 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000062 2(824) -> 1(816) stNum=6 sqNum=0 | rho=0.019783 V=1.055645 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000063 2(824) -> 3(828) stNum=6 sqNum=0 | rho=0.019783 V=1.055645 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000064 2(824) -> 5(850) stNum=6 sqNum=0 | rho=0.019783 V=1.055645 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000065 3(828) -> 2(824) stNum=6 sqNum=0 | rho=0.001884 V=1.055584 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000066 3(828) -> 4(830) stNum=6 sqNum=0 | rho=0.001884 V=1.055584 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000067 4(830) -> 3(828) stNum=6 sqNum=0 | rho=0.000000 V=1.053753 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000068 4(830) -> 5(850) stNum=6 sqNum=0 | rho=0.000000 V=1.053753 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000069 5(850) -> 4(830) stNum=6 sqNum=0 | rho=0.001739 V=1.056028 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000070 5(850) -> 6(832) stNum=6 sqNum=0 | rho=0.001739 V=1.056028 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000071 5(850) -> 2(824) stNum=6 sqNum=0 | rho=0.001739 V=1.056028 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] MSG #0000072 6(832) -> 5(850) stNum=6 sqNum=0 | rho=0.000000 V=1.050033 pu | ENTREGUE
2026-09-25 12:25:15.521 | [t_sim=07:00:01.000 k=005] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000073 1(816) -> 2(824) stNum=7 sqNum=0 | rho=0.125953 V=1.055985 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000074 2(824) -> 1(816) stNum=7 sqNum=0 | rho=0.023101 V=1.055609 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000075 2(824) -> 3(828) stNum=7 sqNum=0 | rho=0.023101 V=1.055609 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000076 2(824) -> 5(850) stNum=7 sqNum=0 | rho=0.023101 V=1.055609 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000077 3(828) -> 2(824) stNum=7 sqNum=0 | rho=0.003496 V=1.055548 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000078 3(828) -> 4(830) stNum=7 sqNum=0 | rho=0.003496 V=1.055548 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000079 4(830) -> 3(828) stNum=7 sqNum=0 | rho=0.000145 V=1.053718 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000080 4(830) -> 5(850) stNum=7 sqNum=0 | rho=0.000145 V=1.053718 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000081 5(850) -> 4(830) stNum=7 sqNum=0 | rho=0.003109 V=1.055994 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000082 5(850) -> 6(832) stNum=7 sqNum=0 | rho=0.003109 V=1.055994 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000083 5(850) -> 2(824) stNum=7 sqNum=0 | rho=0.003109 V=1.055994 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] MSG #0000084 6(832) -> 5(850) stNum=7 sqNum=0 | rho=0.000145 V=1.049998 pu | ENTREGUE
2026-09-25 12:25:15.522 | [t_sim=07:00:01.200 k=006] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000085 1(816) -> 2(824) stNum=8 sqNum=0 | rho=0.138228 V=1.055942 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000086 2(824) -> 1(816) stNum=8 sqNum=0 | rho=0.030869 V=1.055564 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000087 2(824) -> 3(828) stNum=8 sqNum=0 | rho=0.030869 V=1.055564 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000088 2(824) -> 5(850) stNum=8 sqNum=0 | rho=0.030869 V=1.055564 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000089 3(828) -> 2(824) stNum=8 sqNum=0 | rho=0.005627 V=1.055503 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000090 3(828) -> 4(830) stNum=8 sqNum=0 | rho=0.005627 V=1.055503 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000091 4(830) -> 3(828) stNum=8 sqNum=0 | rho=0.000701 V=1.053672 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000092 4(830) -> 5(850) stNum=8 sqNum=0 | rho=0.000701 V=1.053672 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000093 5(850) -> 4(830) stNum=8 sqNum=0 | rho=0.004852 V=1.055951 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000094 5(850) -> 6(832) stNum=8 sqNum=0 | rho=0.004852 V=1.055951 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000095 5(850) -> 2(824) stNum=8 sqNum=0 | rho=0.004852 V=1.055951 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] MSG #0000096 6(832) -> 5(850) stNum=8 sqNum=0 | rho=0.000411 V=1.049951 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.400 k=007] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000097 1(816) -> 2(824) stNum=9 sqNum=0 | rho=0.148797 V=1.055904 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000098 2(824) -> 1(816) stNum=9 sqNum=0 | rho=0.037528 V=1.055523 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000099 2(824) -> 3(828) stNum=9 sqNum=0 | rho=0.037528 V=1.055523 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000100 2(824) -> 5(850) stNum=9 sqNum=0 | rho=0.037528 V=1.055523 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000101 3(828) -> 2(824) stNum=9 sqNum=0 | rho=0.007626 V=1.055462 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000102 3(828) -> 4(830) stNum=9 sqNum=0 | rho=0.007626 V=1.055462 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000103 4(830) -> 3(828) stNum=9 sqNum=0 | rho=0.001568 V=1.053630 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000104 4(830) -> 5(850) stNum=9 sqNum=0 | rho=0.001568 V=1.053630 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000105 5(850) -> 4(830) stNum=9 sqNum=0 | rho=0.006324 V=1.055913 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000106 5(850) -> 6(832) stNum=9 sqNum=0 | rho=0.006324 V=1.055913 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000107 5(850) -> 2(824) stNum=9 sqNum=0 | rho=0.006324 V=1.055913 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] MSG #0000108 6(832) -> 5(850) stNum=9 sqNum=0 | rho=0.000860 V=1.049909 pu | ENTREGUE
2026-09-25 12:25:15.523 | [t_sim=07:00:01.600 k=008] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000109 1(816) -> 2(824) stNum=10 sqNum=0 | rho=0.158708 V=1.055865 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000110 2(824) -> 1(816) stNum=10 sqNum=0 | rho=0.043548 V=1.055481 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000111 2(824) -> 3(828) stNum=10 sqNum=0 | rho=0.043548 V=1.055481 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000112 2(824) -> 5(850) stNum=10 sqNum=0 | rho=0.043548 V=1.055481 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000113 3(828) -> 2(824) stNum=10 sqNum=0 | rho=0.010346 V=1.055420 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000114 3(828) -> 4(830) stNum=10 sqNum=0 | rho=0.010346 V=1.055420 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000115 4(830) -> 3(828) stNum=10 sqNum=0 | rho=0.002792 V=1.053588 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000116 4(830) -> 5(850) stNum=10 sqNum=0 | rho=0.002792 V=1.053588 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000117 5(850) -> 4(830) stNum=10 sqNum=0 | rho=0.008492 V=1.055875 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000118 5(850) -> 6(832) stNum=10 sqNum=0 | rho=0.008492 V=1.055875 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000119 5(850) -> 2(824) stNum=10 sqNum=0 | rho=0.008492 V=1.055875 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] MSG #0000120 6(832) -> 5(850) stNum=10 sqNum=0 | rho=0.001526 V=1.049866 pu | ENTREGUE
2026-09-25 12:25:15.524 | [t_sim=07:00:01.800 k=009] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:15.525 | [t_sim=07:00:02.000 k=010] MSG #0000121 1(816) -> 2(824) stNum=11 sqNum=0 | rho=0.166775 V=1.055830 pu | ENTREGUE
