2026-09-25 12:25:21.475 | ==============================================================================
2026-09-25 12:25:21.475 | CASO leaderless x C0_perda_0.05: topologia nominal, canal probabilistico com perda 0.05 por mensagem
2026-09-25 12:25:21.475 | Grafo nominal: (1,2) (2,3) (3,4) (4,5) (5,6) (2,5) | agentes: 1(816) 2(824) 3(828) 4(830) 5(850) 6(832)
2026-09-25 12:25:21.476 | [t=00:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:21.477 | [t=01:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:21.478 | [t=02:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:21.481 | [t=03:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:21.482 | [t=04:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:21.483 | [t=05:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:21.484 | [t=06:00] sem sobretensão: nenhuma mensagem trocada
2026-09-25 12:25:21.485 | [t_sim=07:00:00.000 k=000] MSG #0000001 1(816) -> 2(824) stNum=1 sqNum=0 | rho=0.000000 V=1.056254 pu | ENTREGUE
2026-09-25 12:25:21.485 | [t_sim=07:00:00.000 k=000] MSG #0000012 6(832) -> 5(850) stNum=1 sqNum=0 | rho=0.000000 V=1.050274 pu | ENTREGUE
2026-09-25 12:25:21.485 | [t_sim=07:00:00.000 k=000] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.485 | [t_sim=07:00:00.200 k=001] MSG #0000013 1(816) -> 2(824) stNum=2 sqNum=0 | rho=0.031269 V=1.056026 pu | ENTREGUE
2026-09-25 12:25:21.485 | [t_sim=07:00:00.200 k=001] MSG #0000014 2(824) -> 1(816) stNum=2 sqNum=0 | rho=0.029426 V=1.055638 pu | ENTREGUE
2026-09-25 12:25:21.485 | [t_sim=07:00:00.200 k=001] MSG #0000015 2(824) -> 3(828) stNum=2 sqNum=0 | rho=0.029426 V=1.055638 pu | ENTREGUE
2026-09-25 12:25:21.485 | [t_sim=07:00:00.200 k=001] MSG #0000016 2(824) -> 5(850) stNum=2 sqNum=0 | rho=0.029426 V=1.055638 pu | ENTREGUE
2026-09-25 12:25:21.485 | [t_sim=07:00:00.200 k=001] MSG #0000017 3(828) -> 2(824) stNum=2 sqNum=0 | rho=0.029122 V=1.055576 pu | ENTREGUE
2026-09-25 12:25:21.485 | [t_sim=07:00:00.200 k=001] MSG #0000018 3(828) -> 4(830) stNum=2 sqNum=0 | rho=0.029122 V=1.055576 pu | ENTREGUE
2026-09-25 12:25:21.485 | [t_sim=07:00:00.200 k=001] MSG #0000019 4(830) -> 3(828) stNum=2 sqNum=0 | rho=0.019969 V=1.053735 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.200 k=001] MSG #0000020 4(830) -> 5(850) stNum=2 sqNum=0 | rho=0.019969 V=1.053735 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.200 k=001] MSG #0000021 5(850) -> 4(830) stNum=2 sqNum=0 | rho=0.031308 V=1.056034 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.200 k=001] MSG #0000022 5(850) -> 6(832) stNum=2 sqNum=0 | rho=0.031308 V=1.056034 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.200 k=001] MSG #0000023 5(850) -> 2(824) stNum=2 sqNum=0 | rho=0.031308 V=1.056034 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.200 k=001] MSG #0000024 6(832) -> 5(850) stNum=2 sqNum=0 | rho=0.001369 V=1.050014 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.200 k=001] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000025 1(816) -> 2(824) stNum=3 sqNum=0 | rho=0.056186 V=1.055873 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000026 2(824) -> 1(816) stNum=3 sqNum=0 | rho=0.048121 V=1.055472 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000027 2(824) -> 3(828) stNum=3 sqNum=0 | rho=0.048121 V=1.055472 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000028 2(824) -> 5(850) stNum=3 sqNum=0 | rho=0.048121 V=1.055472 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000029 3(828) -> 2(824) stNum=3 sqNum=0 | rho=0.047295 V=1.055410 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000030 3(828) -> 4(830) stNum=3 sqNum=0 | rho=0.047295 V=1.055410 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000031 4(830) -> 3(828) stNum=3 sqNum=0 | rho=0.036841 V=1.053560 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000032 4(830) -> 5(850) stNum=3 sqNum=0 | rho=0.036841 V=1.053560 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000033 5(850) -> 4(830) stNum=3 sqNum=0 | rho=0.045826 V=1.055882 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000034 5(850) -> 6(832) stNum=3 sqNum=0 | rho=0.045826 V=1.055882 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000035 5(850) -> 2(824) stNum=3 sqNum=0 | rho=0.045826 V=1.055882 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] MSG #0000036 6(832) -> 5(850) stNum=3 sqNum=0 | rho=0.001209 V=1.049839 pu | ENTREGUE
2026-09-25 12:25:21.486 | [t_sim=07:00:00.400 k=002] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000037 1(816) -> 2(824) stNum=4 sqNum=0 | rho=0.081093 V=1.055712 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000038 2(824) -> 1(816) stNum=4 sqNum=0 | rho=0.066706 V=1.055298 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000039 2(824) -> 3(828) stNum=4 sqNum=0 | rho=0.066706 V=1.055298 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000040 2(824) -> 5(850) stNum=4 sqNum=0 | rho=0.066706 V=1.055298 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000041 3(828) -> 2(824) stNum=4 sqNum=0 | rho=0.066813 V=1.055234 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000042 3(828) -> 4(830) stNum=4 sqNum=0 | rho=0.066813 V=1.055234 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000043 4(830) -> 3(828) stNum=4 sqNum=0 | rho=0.052435 V=1.053375 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000044 4(830) -> 5(850) stNum=4 sqNum=0 | rho=0.052435 V=1.053375 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000045 5(850) -> 4(830) stNum=4 sqNum=0 | rho=0.060785 V=1.055722 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000046 5(850) -> 6(832) stNum=4 sqNum=0 | rho=0.060785 V=1.055722 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000047 5(850) -> 2(824) stNum=4 sqNum=0 | rho=0.060785 V=1.055722 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] MSG #0000048 6(832) -> 5(850) stNum=4 sqNum=0 | rho=0.006226 V=1.049650 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.600 k=003] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.487 | [t_sim=07:00:00.800 k=004] MSG #0000049 1(816) -> 2(824) stNum=5 sqNum=0 | rho=0.104160 V=1.055559 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.800 k=004] MSG #0000050 2(824) -> 1(816) stNum=5 sqNum=0 | rho=0.084725 V=1.055131 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.800 k=004] MSG #0000051 2(824) -> 3(828) stNum=5 sqNum=0 | rho=0.084725 V=1.055131 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.800 k=004] MSG #0000052 2(824) -> 5(850) stNum=5 sqNum=0 | rho=0.084725 V=1.055131 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.800 k=004] MSG #0000053 3(828) -> 2(824) stNum=5 sqNum=0 | rho=0.084874 V=1.055067 pu | ENTREGUE
2026-09-25 12:25:21.487 | [t_sim=07:00:00.800 k=004] MSG #0000054 3(828) -> 4(830) stNum=5 sqNum=0 | rho=0.084874 V=1.055067 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:00.800 k=004] MSG #0000055 4(830) -> 3(828) stNum=5 sqNum=0 | rho=0.067351 V=1.053197 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:00.800 k=004] MSG #0000056 4(830) -> 5(850) stNum=5 sqNum=0 | rho=0.067351 V=1.053197 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:00.800 k=004] MSG #0000057 5(850) -> 4(830) stNum=5 sqNum=0 | rho=0.073366 V=1.055570 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:00.800 k=004] MSG #0000058 5(850) -> 6(832) stNum=5 sqNum=0 | rho=0.073366 V=1.055570 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:00.800 k=004] MSG #0000059 5(850) -> 2(824) stNum=5 sqNum=0 | rho=0.073366 V=1.055570 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:00.800 k=004] MSG #0000060 6(832) -> 5(850) stNum=5 sqNum=0 | rho=0.012826 V=1.049466 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:00.800 k=004] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000061 1(816) -> 2(824) stNum=6 sqNum=0 | rho=0.125714 V=1.055409 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000062 2(824) -> 1(816) stNum=6 sqNum=0 | rho=0.102797 V=1.054966 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000063 2(824) -> 3(828) stNum=6 sqNum=0 | rho=0.102797 V=1.054966 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000064 2(824) -> 5(850) stNum=6 sqNum=0 | rho=0.102797 V=1.054966 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000065 3(828) -> 2(824) stNum=6 sqNum=0 | rho=0.101773 V=1.054902 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000066 3(828) -> 4(830) stNum=6 sqNum=0 | rho=0.101773 V=1.054902 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000067 4(830) -> 3(828) stNum=6 sqNum=0 | rho=0.082151 V=1.053021 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000068 4(830) -> 5(850) stNum=6 sqNum=0 | rho=0.082151 V=1.053021 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000069 5(850) -> 4(830) stNum=6 sqNum=0 | rho=0.085426 V=1.055420 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000070 5(850) -> 6(832) stNum=6 sqNum=0 | rho=0.085426 V=1.055420 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000071 5(850) -> 2(824) stNum=6 sqNum=0 | rho=0.085426 V=1.055420 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] MSG #0000072 6(832) -> 5(850) stNum=6 sqNum=0 | rho=0.020819 V=1.049283 pu | ENTREGUE
2026-09-25 12:25:21.488 | [t_sim=07:00:01.000 k=005] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000073 1(816) -> 2(824) stNum=7 sqNum=0 | rho=0.145926 V=1.055264 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000074 2(824) -> 1(816) stNum=7 sqNum=0 | rho=0.119962 V=1.054808 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000075 2(824) -> 3(828) stNum=7 sqNum=0 | rho=0.119962 V=1.054808 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000076 2(824) -> 5(850) stNum=7 sqNum=0 | rho=0.119962 V=1.054808 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000077 3(828) -> 2(824) stNum=7 sqNum=0 | rho=0.117703 V=1.054742 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000078 3(828) -> 4(830) stNum=7 sqNum=0 | rho=0.117703 V=1.054742 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000079 4(830) -> 3(828) stNum=7 sqNum=0 | rho=0.096244 V=1.052851 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000080 4(830) -> 5(850) stNum=7 sqNum=0 | rho=0.096244 V=1.052851 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000081 5(850) -> 4(830) stNum=7 sqNum=0 | rho=0.097295 V=1.055275 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000082 5(850) -> 6(832) stNum=7 sqNum=0 | rho=0.097295 V=1.055275 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000083 5(850) -> 2(824) stNum=7 sqNum=0 | rho=0.097295 V=1.055275 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] MSG #0000084 6(832) -> 5(850) stNum=7 sqNum=0 | rho=0.029577 V=1.049106 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.200 k=006] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000085 1(816) -> 2(824) stNum=8 sqNum=0 | rho=0.165058 V=1.055124 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000086 2(824) -> 1(816) stNum=8 sqNum=0 | rho=0.136172 V=1.054655 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000087 2(824) -> 3(828) stNum=8 sqNum=0 | rho=0.136172 V=1.054655 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000088 2(824) -> 5(850) stNum=8 sqNum=0 | rho=0.136172 V=1.054655 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000089 3(828) -> 2(824) stNum=8 sqNum=0 | rho=0.133005 V=1.054589 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000090 3(828) -> 4(830) stNum=8 sqNum=0 | rho=0.133005 V=1.054589 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000091 4(830) -> 3(828) stNum=8 sqNum=0 | rho=0.109616 V=1.052686 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000092 4(830) -> 5(850) stNum=8 sqNum=0 | rho=0.109616 V=1.052686 pu | ENTREGUE
2026-09-25 12:25:21.489 | [t_sim=07:00:01.400 k=007] MSG #0000093 5(850) -> 4(830) stNum=8 sqNum=0 | rho=0.109319 V=1.055136 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.400 k=007] MSG #0000094 5(850) -> 6(832) stNum=8 sqNum=0 | rho=0.109319 V=1.055136 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.400 k=007] MSG #0000095 5(850) -> 2(824) stNum=8 sqNum=0 | rho=0.109319 V=1.055136 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.400 k=007] MSG #0000096 6(832) -> 5(850) stNum=8 sqNum=0 | rho=0.038885 V=1.048933 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.400 k=007] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000097 1(816) -> 2(824) stNum=9 sqNum=0 | rho=0.183161 V=1.054989 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000098 2(824) -> 1(816) stNum=9 sqNum=0 | rho=0.151513 V=1.054507 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000099 2(824) -> 3(828) stNum=9 sqNum=0 | rho=0.151513 V=1.054507 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000100 2(824) -> 5(850) stNum=9 sqNum=0 | rho=0.151513 V=1.054507 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000101 3(828) -> 2(824) stNum=9 sqNum=0 | rho=0.147648 V=1.054440 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000102 3(828) -> 4(830) stNum=9 sqNum=0 | rho=0.147648 V=1.054440 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000103 4(830) -> 3(828) stNum=9 sqNum=0 | rho=0.122339 V=1.052527 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000104 4(830) -> 5(850) stNum=9 sqNum=0 | rho=0.122339 V=1.052527 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000105 5(850) -> 4(830) stNum=9 sqNum=0 | rho=0.121303 V=1.055001 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000106 5(850) -> 6(832) stNum=9 sqNum=0 | rho=0.121303 V=1.055001 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000107 5(850) -> 2(824) stNum=9 sqNum=0 | rho=0.121303 V=1.055001 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] MSG #0000108 6(832) -> 5(850) stNum=9 sqNum=0 | rho=0.048620 V=1.048766 pu | ENTREGUE
2026-09-25 12:25:21.490 | [t_sim=07:00:01.600 k=008] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000109 1(816) -> 2(824) stNum=10 sqNum=0 | rho=0.200272 V=1.054858 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000110 2(824) -> 1(816) stNum=10 sqNum=0 | rho=0.166187 V=1.054364 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000111 2(824) -> 3(828) stNum=10 sqNum=0 | rho=0.166187 V=1.054364 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000112 2(824) -> 5(850) stNum=10 sqNum=0 | rho=0.166187 V=1.054364 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000113 3(828) -> 2(824) stNum=10 sqNum=0 | rho=0.161597 V=1.054296 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000114 3(828) -> 4(830) stNum=10 sqNum=0 | rho=0.161597 V=1.054296 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000115 4(830) -> 3(828) stNum=10 sqNum=0 | rho=0.134580 V=1.052372 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000116 4(830) -> 5(850) stNum=10 sqNum=0 | rho=0.134580 V=1.052372 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000117 5(850) -> 4(830) stNum=10 sqNum=0 | rho=0.133102 V=1.054871 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000118 5(850) -> 6(832) stNum=10 sqNum=0 | rho=0.133102 V=1.054871 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000119 5(850) -> 2(824) stNum=10 sqNum=0 | rho=0.133102 V=1.054871 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] MSG #0000120 6(832) -> 5(850) stNum=10 sqNum=0 | rho=0.058737 V=1.048603 pu | ENTREGUE
2026-09-25 12:25:21.491 | [t_sim=07:00:01.800 k=009] enlaces 6/6 | perdidos: - | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.657 | msgs 12 enviadas, 0 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:2 6:3 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-25 12:25:21.491 | [t_sim=07:00:02.000 k=010] MSG #0000121 1(816) -> 2(824) stNum=11 sqNum=0 | rho=0.213877 V=1.054735 pu | ENTREGUE
