arquitetura,cenario,hora,agente,barra,potencia_disponivel_kw,potencia_gerada_kw,potencia_cortada_kw,fracao_de_curtailment_rho,tensao_inicial_pu,tensao_final_pu,tensao_maxima_barras_pv_pu,tensao_maxima_rede_pu,posicao_no_grafo,eh_lider,particao_final,razao_de_curtailment_r,iteracoes,status,violacao_real_apos_controle,sigma_r_global_hora,sigma_r_por_particao_hora
sem_controle,sem_controle,5,pv1,824,-0.0,-0.0,0.0,0.0,1.0450850714048536,1.0450850714048536,1.0464804756969754,1.0506393917986803,,,,,,,,,
sem_controle,sem_controle,5,pv2,816,-0.0,-0.0,0.0,0.0,1.046437942275659,1.046437942275659,1.0464804756969754,1.0506393917986803,,,,,,,,,
sem_controle,sem_controle,5,pv3,828,-0.0,-0.0,0.0,0.0,1.044968726726859,1.044968726726859,1.0464804756969754,1.0506393917986803,,,,,,,,,
sem_controle,sem_controle,5,pv4,830,-0.0,-0.0,0.0,0.0,1.0421771197491476,1.0421771197491476,1.0464804756969754,1.0506393917986803,,,,,,,,,
sem_controle,sem_controle,5,pv5,850,-0.0,-0.0,0.0,0.0,1.0464804756969754,1.0464804756969754,1.0464804756969754,1.0506393917986803,,,,,,,,,
sem_controle,sem_controle,5,pv6,832,-0.0,-0.0,0.0,0.0,1.0376184354041749,1.0376184354041749,1.0464804756969754,1.0506393917986803,,,,,,,,,
sem_controle,sem_controle,6,pv1,824,18.7503236717592,18.7503236717592,0.0,0.0,1.047157904836951,1.047157904836951,1.048378245454802,1.0506384889471005,,,,,,,,,
sem_controle,sem_controle,6,pv2,816,15.625241782068512,15.625241782068512,0.0,0.0,1.04834074378191,1.04834074378191,1.048378245454802,1.0506384889471005,,,,,,,,,
sem_controle,sem_controle,6,pv3,828,12.50021771214404,12.50021771214404,0.0,0.0,1.047045538729875,1.047045538729875,1.048378245454802,1.0506384889471005,,,,,,,,,
sem_controle,sem_controle,6,pv4,830,16.250349249231206,16.250349249231206,0.0,0.0,1.044222209515069,1.044222209515069,1.048378245454802,1.0506384889471005,,,,,,,,,
sem_controle,sem_controle,6,pv5,850,11.250173385025839,11.250173385025839,0.0,0.0,1.048378245454802,1.048378245454802,1.048378245454802,1.0506384889471005,,,,,,,,,
sem_controle,sem_controle,6,pv6,832,14.375428037447021,14.375428037447021,0.0,0.0,1.039316562019864,1.039316562019864,1.048378245454802,1.0506384889471005,,,,,,,,,
sem_controle,sem_controle,7,pv1,824,56.250221496230566,56.250221496230566,0.0,0.0,1.0558852978158422,1.0558852978158422,1.0562616463457974,1.0562617280018054,,,,,,,,,
sem_controle,sem_controle,7,pv2,816,46.87517293313687,46.87517293313687,0.0,0.0,1.0562538666391135,1.0562538666391135,1.0562616463457974,1.0562617280018054,,,,,,,,,
sem_controle,sem_controle,7,pv3,828,37.500148594787916,37.500148594787916,0.0,0.0,1.0558243986090114,1.0558243986090114,1.0562616463457974,1.0562617280018054,,,,,,,,,
sem_controle,sem_controle,7,pv4,830,48.75022589866943,48.75022589866943,0.0,0.0,1.053993713057545,1.053993713057545,1.0562616463457974,1.0562617280018054,,,,,,,,,
sem_controle,sem_controle,7,pv5,850,33.750124023076154,33.750124023076154,0.0,0.0,1.0562616463457974,1.0562616463457974,1.0562616463457974,1.0562617280018054,,,,,,,,,
sem_controle,sem_controle,7,pv6,832,43.12526281682057,43.12526281682057,0.0,0.0,1.0502737503980755,1.0502737503980755,1.0562616463457974,1.0562617280018054,,,,,,,,,
sem_controle,sem_controle,8,pv1,824,102.50011899733991,102.50011899733991,0.0,0.0,1.0599112401439814,1.0599112401439814,1.0600224693101732,1.0600224693101732,,,,,,,,,
sem_controle,sem_controle,8,pv2,816,85.41675801957149,85.41675801957149,0.0,0.0,1.0600224693101732,1.0600224693101732,1.0600224693101732,1.0600224693101732,,,,,,,,,
sem_controle,sem_controle,8,pv3,828,68.33341278394451,68.33341278394451,0.0,0.0,1.0598510554884049,1.0598510554884049,1.0600224693101732,1.0600224693101732,,,,,,,,,
sem_controle,sem_controle,8,pv4,830,88.8334319571245,88.8334319571245,0.0,0.0,1.0577279893298046,1.0577279893298046,1.0600224693101732,1.0600224693101732,,,,,,,,,
sem_controle,sem_controle,8,pv5,850,61.50006552515924,61.50006552515924,0.0,0.0,1.060016818278459,1.060016818278459,1.0600224693101732,1.0600224693101732,,,,,,,,,
sem_controle,sem_controle,8,pv6,832,78.58339427209944,78.58339427209944,0.0,0.0,1.052785988305247,1.052785988305247,1.0600224693101732,1.0600224693101732,,,,,,,,,
sem_controle,sem_controle,9,pv1,824,131.25044068317354,131.25044068317354,0.0,0.0,1.063644270184672,1.063644270184672,1.063644270184672,1.063644270184672,,,,,,,,,
sem_controle,sem_controle,9,pv2,816,109.37533810329293,109.37533810329293,0.0,0.0,1.0634553594000655,1.0634553594000655,1.063644270184672,1.063644270184672,,,,,,,,,
sem_controle,sem_controle,9,pv3,828,87.50029496502927,87.50029496502927,0.0,0.0,1.0635964896498613,1.0635964896498613,1.063644270184672,1.063644270184672,,,,,,,,,
sem_controle,sem_controle,9,pv4,830,113.75040483084011,113.75040483084011,0.0,0.0,1.0615833246501947,1.0615833246501947,1.063644270184672,1.063644270184672,,,,,,,,,
sem_controle,sem_controle,9,pv5,850,78.75024249617665,78.75024249617665,0.0,0.0,1.0634370393865165,1.0634370393865165,1.063644270184672,1.063644270184672,,,,,,,,,
sem_controle,sem_controle,9,pv6,832,100.62535837628117,100.62535837628117,0.0,0.0,1.0564033940827384,1.0564033940827384,1.063644270184672,1.063644270184672,,,,,,,,,
sem_controle,sem_controle,10,pv1,824,147.49384694110822,147.49384694110822,0.0,0.0,1.0650792320748368,1.0650792320748368,1.0650792320748368,1.0650792320748368,,,,,,,,,
sem_controle,sem_controle,10,pv2,816,122.91199701232544,122.91199701232544,0.0,0.0,1.0647953014414513,1.0647953014414513,1.0650792320748368,1.0650792320748368,,,,,,,,,
sem_controle,sem_controle,10,pv3,828,98.32921327416945,98.32921327416945,0.0,0.0,1.065032185770198,1.065032185770198,1.0650792320748368,1.0650792320748368,,,,,,,,,
sem_controle,sem_controle,10,pv4,830,127.82765988053498,127.82765988053498,0.0,0.0,1.0629293861036724,1.0629293861036724,1.0650792320748368,1.0650792320748368,,,,,,,,,
sem_controle,sem_controle,10,pv5,850,88.49665068750414,88.49665068750414,0.0,0.0,1.0647721419178295,1.0647721419178295,1.0650792320748368,1.0650792320748368,,,,,,,,,
sem_controle,sem_controle,10,pv6,832,113.0782898116273,113.0782898116273,0.0,0.0,1.057346402741343,1.057346402741343,1.0650792320748368,1.0650792320748368,,,,,,,,,
sem_controle,sem_controle,11,pv1,824,149.99928969423297,149.99928969423297,0.0,0.0,1.0610590791275931,1.0610590791275931,1.0612351336810568,1.0612351336810568,,,,,,,,,
sem_controle,sem_controle,11,pv2,816,124.99944059487615,124.99944059487615,0.0,0.0,1.0612351336810568,1.0612351336810568,1.0612351336810568,1.0612351336810568,,,,,,,,,
sem_controle,sem_controle,11,pv3,828,99.99952487183015,99.99952487183015,0.0,0.0,1.060971897459101,1.060971897459101,1.0612351336810568,1.0612351336810568,,,,,,,,,
sem_controle,sem_controle,11,pv4,830,129.99934393999098,129.99934393999098,0.0,0.0,1.0578772462678738,1.0578772462678738,1.0612351336810568,1.0612351336810568,,,,,,,,,
sem_controle,sem_controle,11,pv5,850,89.99959881786361,89.99959881786361,0.0,0.0,1.061225916202716,1.061225916202716,1.0612351336810568,1.0612351336810568,,,,,,,,,
sem_controle,sem_controle,11,pv6,832,114.99937684860123,114.99937684860123,0.0,0.0,1.0504887320744547,1.0504887320744547,1.0612351336810568,1.0612351336810568,,,,,,,,,
sem_controle,sem_controle,12,pv1,824,137.4996692682141,137.4996692682141,0.0,0.0,1.058009160074362,1.058009160074362,1.0584769217309185,1.0584769217309185,,,,,,,,,
sem_controle,sem_controle,12,pv2,816,114.58307365948403,114.58307365948403,0.0,0.0,1.0584756838173228,1.0584756838173228,1.0584769217309185,1.0584769217309185,,,,,,,,,
sem_controle,sem_controle,12,pv3,828,91.66644532801838,91.66644532801838,0.0,0.0,1.0579030286098747,1.0579030286098747,1.0584769217309185,1.0584769217309185,,,,,,,,,
sem_controle,sem_controle,12,pv4,830,119.16635629460146,119.16635629460146,0.0,0.0,1.0544310550126865,1.0544310550126865,1.0584769217309185,1.0584769217309185,,,,,,,,,
sem_controle,sem_controle,12,pv5,850,82.49981376675295,82.49981376675295,0.0,0.0,1.0584769217309185,1.0584769217309185,1.0584769217309185,1.0584769217309185,,,,,,,,,
sem_controle,sem_controle,12,pv6,832,105.4163601511645,105.4163601511645,0.0,0.0,1.0465577637937713,1.0465577637937713,1.0584769217309185,1.0584769217309185,,,,,,,,,
sem_controle,sem_controle,13,pv1,824,110.00293965563154,110.00293965563154,0.0,0.0,1.054439230355954,1.054439230355954,1.0552057865411746,1.0552058855642394,,,,,,,,,
sem_controle,sem_controle,13,pv2,816,91.66888423347135,91.66888423347135,0.0,0.0,1.0551924360241256,1.0551924360241256,1.0552057865411746,1.0552058855642394,,,,,,,,,
sem_controle,sem_controle,13,pv3,828,73.33528848088635,73.33528848088635,0.0,0.0,1.054321332747699,1.054321332747699,1.0552057865411746,1.0552058855642394,,,,,,,,,
sem_controle,sem_controle,13,pv4,830,95.3353146041538,95.3353146041538,0.0,0.0,1.050747317722043,1.050747317722043,1.0552057865411746,1.0552058855642394,,,,,,,,,
sem_controle,sem_controle,13,pv5,850,66.00159063644611,66.00159063644611,0.0,0.0,1.0552057865411746,1.0552057865411746,1.0552057865411746,1.0552058855642394,,,,,,,,,
sem_controle,sem_controle,13,pv6,832,84.3332676584032,84.3332676584032,0.0,0.0,1.0431082522316524,1.0431082522316524,1.0552057865411746,1.0552058855642394,,,,,,,,,
sem_controle,sem_controle,14,pv1,824,75.00282472558312,75.00282472558312,0.0,0.0,1.051700010963128,1.051700010963128,1.0526364462995699,1.0526369445086063,,,,,,,,,
sem_controle,sem_controle,14,pv2,816,62.50217662883185,62.50217662883185,0.0,0.0,1.0526139749467325,1.0526139749467325,1.0526364462995699,1.0526369445086063,,,,,,,,,
sem_controle,sem_controle,14,pv3,828,50.001889982258724,50.001889982258724,0.0,0.0,1.0515845061462574,1.0515845061462574,1.0526364462995699,1.0526369445086063,,,,,,,,,
sem_controle,sem_controle,14,pv4,830,65.00256303814344,65.00256303814344,0.0,0.0,1.0483038589248295,1.0483038589248295,1.0526364462995699,1.0526369445086063,,,,,,,,,
sem_controle,sem_controle,14,pv5,850,45.00156123944778,45.00156123944778,0.0,0.0,1.0526364462995699,1.0526364462995699,1.0526364462995699,1.0526369445086063,,,,,,,,,
sem_controle,sem_controle,14,pv6,832,57.50225352649085,57.50225352649085,0.0,0.0,1.041720667753187,1.041720667753187,1.0526364462995699,1.0526369445086063,,,,,,,,,
sem_controle,sem_controle,15,pv1,824,33.74992383816801,33.74992383816801,0.0,0.0,1.0361657655083372,1.0361657655083372,1.03871276090764,1.0502955102085094,,,,,,,,,
sem_controle,sem_controle,15,pv2,816,28.12494097548719,28.12494097548719,0.0,0.0,1.038637026815138,1.038637026815138,1.03871276090764,1.0502955102085094,,,,,,,,,
sem_controle,sem_controle,15,pv3,828,22.499948917863087,22.499948917863087,0.0,0.0,1.0359378511827722,1.0359378511827722,1.03871276090764,1.0502955102085094,,,,,,,,,
sem_controle,sem_controle,15,pv4,830,29.24992340685528,29.24992340685528,0.0,0.0,1.0302157577638424,1.0302157577638424,1.03871276090764,1.0502955102085094,,,,,,,,,
sem_controle,sem_controle,15,pv5,850,20.249957673685103,20.249957673685103,0.0,0.0,1.03871276090764,1.03871276090764,1.03871276090764,1.0502955102085094,,,,,,,,,
sem_controle,sem_controle,15,pv6,832,25.874914387069758,25.874914387069758,0.0,0.0,1.0199321348807935,1.0199321348807935,1.03871276090764,1.0502955102085094,,,,,,,,,
sem_controle,sem_controle,16,pv1,824,3.750042140727082,3.750042140727082,0.0,0.0,1.037249237230288,1.037249237230288,1.0395419414781377,1.050416238288003,,,,,,,,,
sem_controle,sem_controle,16,pv2,816,3.1250322944151616,3.1250322944151616,0.0,0.0,1.039470380313061,1.039470380313061,1.0395419414781377,1.050416238288003,,,,,,,,,
sem_controle,sem_controle,16,pv3,828,2.5000282766353865,2.5000282766353865,0.0,0.0,1.0370563779573705,1.0370563779573705,1.0395419414781377,1.050416238288003,,,,,,,,,
sem_controle,sem_controle,16,pv4,830,3.250042548512775,3.250042548512775,0.0,0.0,1.0323888508544166,1.0323888508544166,1.0395419414781377,1.050416238288003,,,,,,,,,
sem_controle,sem_controle,16,pv5,850,2.2500231590406465,2.2500231590406465,0.0,0.0,1.0395419414781377,1.0395419414781377,1.0395419414781377,1.050416238288003,,,,,,,,,
sem_controle,sem_controle,16,pv6,832,2.8750471326896667,2.8750471326896667,0.0,0.0,1.0244469035492823,1.0244469035492823,1.0395419414781377,1.050416238288003,,,,,,,,,
sem_controle,sem_controle,17,pv1,824,-0.0,-0.0,0.0,0.0,1.028809742228397,1.028809742228397,1.0320537436109631,1.0501995250985579,,,,,,,,,
sem_controle,sem_controle,17,pv2,816,-0.0,-0.0,0.0,0.0,1.0319530456641124,1.0319530456641124,1.0320537436109631,1.0501995250985579,,,,,,,,,
sem_controle,sem_controle,17,pv3,828,-0.0,-0.0,0.0,0.0,1.0285410077167663,1.0285410077167663,1.0320537436109631,1.0501995250985579,,,,,,,,,
sem_controle,sem_controle,17,pv4,830,-0.0,-0.0,0.0,0.0,1.0220651174905706,1.0220651174905706,1.0320537436109631,1.0501995250985579,,,,,,,,,
sem_controle,sem_controle,17,pv5,850,-0.0,-0.0,0.0,0.0,1.0320537436109631,1.0320537436109631,1.0320537436109631,1.0501995250985579,,,,,,,,,
sem_controle,sem_controle,17,pv6,832,-0.0,-0.0,0.0,0.0,1.0109757984235845,1.0109757984235845,1.0320537436109631,1.0501995250985579,,,,,,,,,
sem_controle,sem_controle,18,pv1,824,-0.0,-0.0,0.0,0.0,1.0326523500430973,1.0326523500430973,1.0354558554930642,1.0503034017860868,,,,,,,,,
sem_controle,sem_controle,18,pv2,816,-0.0,-0.0,0.0,0.0,1.035368449501018,1.035368449501018,1.0354558554930642,1.0503034017860868,,,,,,,,,
sem_controle,sem_controle,18,pv3,828,-0.0,-0.0,0.0,0.0,1.0324195763808066,1.0324195763808066,1.0354558554930642,1.0503034017860868,,,,,,,,,
sem_controle,sem_controle,18,pv4,830,-0.0,-0.0,0.0,0.0,1.02681295674242,1.02681295674242,1.0354558554930642,1.0503034017860868,,,,,,,,,
sem_controle,sem_controle,18,pv5,850,-0.0,-0.0,0.0,0.0,1.0354558554930642,1.0354558554930642,1.0354558554930642,1.0503034017860868,,,,,,,,,
sem_controle,sem_controle,18,pv6,832,-0.0,-0.0,0.0,0.0,1.0172650561019754,1.0172650561019754,1.0354558554930642,1.0503034017860868,,,,,,,,,
sem_controle,sem_controle,19,pv1,824,-0.0,-0.0,0.0,0.0,1.0068862241138117,1.0068862241138117,1.012640339769449,1.0496066048479267,,,,,,,,,
sem_controle,sem_controle,19,pv2,816,-0.0,-0.0,0.0,0.0,1.0124638034940296,1.0124638034940296,1.012640339769449,1.0496066048479267,,,,,,,,,
sem_controle,sem_controle,19,pv3,828,-0.0,-0.0,0.0,0.0,1.0064125502225403,1.0064125502225403,1.012640339769449,1.0496066048479267,,,,,,,,,
sem_controle,sem_controle,19,pv4,830,-0.0,-0.0,0.0,0.0,0.9949844738133676,0.9949844738133676,1.012640339769449,1.0496066048479267,,,,,,,,,
sem_controle,sem_controle,19,pv5,850,-0.0,-0.0,0.0,0.0,1.012640339769449,1.012640339769449,1.012640339769449,1.0496066048479267,,,,,,,,,
sem_controle,sem_controle,19,pv6,832,-0.0,-0.0,0.0,0.0,0.975106227573592,0.975106227573592,1.012640339769449,1.0496066048479267,,,,,,,,,
sem_controle,sem_controle,20,pv1,824,-0.0,-0.0,0.0,0.0,1.00168032528244,1.00168032528244,1.0080296961644228,1.0494657402550032,,,,,,,,,
sem_controle,sem_controle,20,pv2,816,-0.0,-0.0,0.0,0.0,1.0078351504741656,1.0078351504741656,1.0080296961644228,1.0494657402550032,,,,,,,,,
sem_controle,sem_controle,20,pv3,828,-0.0,-0.0,0.0,0.0,1.001158047785484,1.001158047785484,1.0080296961644228,1.0494657402550032,,,,,,,,,
sem_controle,sem_controle,20,pv4,830,-0.0,-0.0,0.0,0.0,0.9885559519361026,0.9885559519361026,1.0080296961644228,1.0494657402550032,,,,,,,,,
sem_controle,sem_controle,20,pv5,850,-0.0,-0.0,0.0,0.0,1.0080296961644228,1.0080296961644228,1.0080296961644228,1.0494657402550032,,,,,,,,,
sem_controle,sem_controle,20,pv6,832,-0.0,-0.0,0.0,0.0,0.9665920784800835,0.9665920784800835,1.0080296961644228,1.0494657402550032,,,,,,,,,
sem_controle,sem_controle,21,pv1,824,-0.0,-0.0,0.0,0.0,0.9998296239446813,0.9998296239446813,1.0063905442901253,1.0494156571369113,,,,,,,,,
sem_controle,sem_controle,21,pv2,816,-0.0,-0.0,0.0,0.0,1.0061895964378378,1.0061895964378378,1.0063905442901253,1.0494156571369113,,,,,,,,,
sem_controle,sem_controle,21,pv3,828,-0.0,-0.0,0.0,0.0,0.9992900728255069,0.9992900728255069,1.0063905442901253,1.0494156571369113,,,,,,,,,
sem_controle,sem_controle,21,pv4,830,-0.0,-0.0,0.0,0.0,0.9862707730472382,0.9862707730472382,1.0063905442901253,1.0494156571369113,,,,,,,,,
sem_controle,sem_controle,21,pv5,850,-0.0,-0.0,0.0,0.0,1.0063905442901253,1.0063905442901253,1.0063905442901253,1.0494156571369113,,,,,,,,,
sem_controle,sem_controle,21,pv6,832,-0.0,-0.0,0.0,0.0,0.963565563609644,0.963565563609644,1.0063905442901253,1.0494156571369113,,,,,,,,,
sem_controle,sem_controle,22,pv1,824,-0.0,-0.0,0.0,0.0,0.9994609737243804,0.9994609737243804,1.0060640314884584,1.049405687339917,,,,,,,,,
sem_controle,sem_controle,22,pv2,816,-0.0,-0.0,0.0,0.0,1.005861808419378,1.005861808419378,1.0060640314884584,1.049405687339917,,,,,,,,,
sem_controle,sem_controle,22,pv3,828,-0.0,-0.0,0.0,0.0,0.998917981930852,0.998917981930852,1.0060640314884584,1.049405687339917,,,,,,,,,
sem_controle,sem_controle,22,pv4,830,-0.0,-0.0,0.0,0.0,0.9858155814373928,0.9858155814373928,1.0060640314884584,1.049405687339917,,,,,,,,,
sem_controle,sem_controle,22,pv5,850,-0.0,-0.0,0.0,0.0,1.0060640314884584,1.0060640314884584,1.0060640314884584,1.049405687339917,,,,,,,,,
sem_controle,sem_controle,22,pv6,832,-0.0,-0.0,0.0,0.0,0.9629627164790315,0.9629627164790315,1.0060640314884584,1.049405687339917,,,,,,,,,
sem_controle,sem_controle,23,pv1,824,-0.0,-0.0,0.0,0.0,1.0106227444912799,1.0106227444912799,1.0159494099998208,1.0497076999321218,,,,,,,,,
sem_controle,sem_controle,23,pv2,816,-0.0,-0.0,0.0,0.0,1.0157857990852877,1.0157857990852877,1.0159494099998208,1.0497076999321218,,,,,,,,,
sem_controle,sem_controle,23,pv3,828,-0.0,-0.0,0.0,0.0,1.010183972127752,1.010183972127752,1.0159494099998208,1.0497076999321218,,,,,,,,,
sem_controle,sem_controle,23,pv4,830,-0.0,-0.0,0.0,0.0,0.9995990501550605,0.9995990501550605,1.0159494099998208,1.0497076999321218,,,,,,,,,
sem_controle,sem_controle,23,pv5,850,-0.0,-0.0,0.0,0.0,1.0159494099998208,1.0159494099998208,1.0159494099998208,1.0497076999321218,,,,,,,,,
sem_controle,sem_controle,23,pv6,832,-0.0,-0.0,0.0,0.0,0.9812181271943435,0.9812181271943435,1.0159494099998208,1.0497076999321218,,,,,,,,,
leader_follower,C0,0,pv2,816,-0.0,-0.0,0.0,0.0,1.0450262948633384,1.0450262948633384,1.0450761113146874,1.0505970659065018,1.0,True,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,0,pv1,824,-0.0,-0.0,0.0,0.0,1.0435191673339033,1.0435191673339033,1.0450761113146874,1.0505970659065018,2.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,0,pv3,828,-0.0,-0.0,0.0,0.0,1.0433881517951473,1.0433881517951473,1.0450761113146874,1.0505970659065018,3.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,0,pv4,830,-0.0,-0.0,0.0,0.0,1.0402417834114022,1.0402417834114022,1.0450761113146874,1.0505970659065018,4.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,0,pv5,850,-0.0,-0.0,0.0,0.0,1.0450761113146874,1.0450761113146874,1.0450761113146874,1.0505970659065018,5.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,0,pv6,832,-0.0,-0.0,0.0,0.0,1.035054528358762,1.035054528358762,1.0450761113146874,1.0505970659065018,6.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,1,pv2,816,-0.0,-0.0,0.0,0.0,1.045026590394128,1.045026590394128,1.0450764055625177,1.0505970903489996,1.0,True,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,1,pv1,824,-0.0,-0.0,0.0,0.0,1.0435194971179793,1.0435194971179793,1.0450764055625177,1.0505970903489996,2.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,1,pv3,828,-0.0,-0.0,0.0,0.0,1.043388484707053,1.043388484707053,1.0450764055625177,1.0505970903489996,3.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,1,pv4,830,-0.0,-0.0,0.0,0.0,1.0402421909746449,1.0402421909746449,1.0450764055625177,1.0505970903489996,4.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,1,pv5,850,-0.0,-0.0,0.0,0.0,1.0450764055625177,1.0450764055625177,1.0450764055625177,1.0505970903489996,5.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,1,pv6,832,-0.0,-0.0,0.0,0.0,1.035055078078631,1.035055078078631,1.0450764055625177,1.0505970903489996,6.0,False,0.0,,0.0,sem_sobretensao,False,,[null]
leader_follower,C0,2,pv2,816,-0.0,-0.0,0.0,0.0,1.044957170134863,1.044957170134863,1.0450072554978005,1.050594980095696,1.0,True,0.0,,0.0,sem_sobretensao,False,,[null]
