2026-09-24 01:13:07.833 | ==============================================================================
2026-09-24 01:13:07.833 | CASO leaderless x C1: perda do enlace (2,5), grafo conexo
2026-09-24 01:13:07.833 | Grafo nominal: (1,2) (2,3) (3,4) (4,5) (5,6) (2,5) | agentes: 1(816) 2(824) 3(828) 4(830) 5(850) 6(832)
2026-09-24 01:13:07.833 | FALHA PERMANENTE (o dia todo): enlace(s) fora = (2,5)
2026-09-24 01:13:07.834 | [t=00:00] sem sobretensão: nenhuma mensagem trocada
2026-09-24 01:13:07.836 | [t=01:00] sem sobretensão: nenhuma mensagem trocada
2026-09-24 01:13:07.837 | [t=02:00] sem sobretensão: nenhuma mensagem trocada
2026-09-24 01:13:07.838 | [t=03:00] sem sobretensão: nenhuma mensagem trocada
2026-09-24 01:13:07.840 | [t=04:00] sem sobretensão: nenhuma mensagem trocada
2026-09-24 01:13:07.841 | [t=05:00] sem sobretensão: nenhuma mensagem trocada
2026-09-24 01:13:07.843 | [t=06:00] sem sobretensão: nenhuma mensagem trocada
2026-09-24 01:13:07.844 | [t_sim=07:00:00.000 k=000] MSG #0000001 1(816) -> 2(824) stNum=1 sqNum=0 | rho=0.000000 V=1.056254 pu | ENTREGUE
2026-09-24 01:13:07.845 | [t_sim=07:00:00.200 k=001] MSG #0000023 5(850) -> 2(824) stNum=2 sqNum=0 | rho=0.031308 V=1.056034 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.845 | [t_sim=07:00:00.200 k=001] MSG #0000024 6(832) -> 5(850) stNum=2 sqNum=0 | rho=0.001369 V=1.050014 pu | ENTREGUE
2026-09-24 01:13:07.845 | [t_sim=07:00:00.200 k=001] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000025 1(816) -> 2(824) stNum=3 sqNum=0 | rho=0.061091 V=1.055805 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000026 2(824) -> 1(816) stNum=3 sqNum=0 | rho=0.057872 V=1.055398 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000027 2(824) -> 3(828) stNum=3 sqNum=0 | rho=0.057872 V=1.055398 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000028 2(824) -> 5(850) stNum=3 sqNum=0 | rho=0.057872 V=1.055398 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000029 3(828) -> 2(824) stNum=3 sqNum=0 | rho=0.055528 V=1.055335 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000030 3(828) -> 4(830) stNum=3 sqNum=0 | rho=0.055528 V=1.055335 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000031 4(830) -> 3(828) stNum=3 sqNum=0 | rho=0.042059 V=1.053481 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000032 4(830) -> 5(850) stNum=3 sqNum=0 | rho=0.042059 V=1.053481 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000033 5(850) -> 4(830) stNum=3 sqNum=0 | rho=0.054600 V=1.055815 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000034 5(850) -> 6(832) stNum=3 sqNum=0 | rho=0.054600 V=1.055815 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000035 5(850) -> 2(824) stNum=3 sqNum=0 | rho=0.054600 V=1.055815 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] MSG #0000036 6(832) -> 5(850) stNum=3 sqNum=0 | rho=0.006427 V=1.049755 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.400 k=002] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000037 1(816) -> 2(824) stNum=4 sqNum=0 | rho=0.089581 V=1.055593 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000038 2(824) -> 1(816) stNum=4 sqNum=0 | rho=0.085007 V=1.055166 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000039 2(824) -> 3(828) stNum=4 sqNum=0 | rho=0.085007 V=1.055166 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000040 2(824) -> 5(850) stNum=4 sqNum=0 | rho=0.085007 V=1.055166 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000041 3(828) -> 2(824) stNum=4 sqNum=0 | rho=0.080348 V=1.055102 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000042 3(828) -> 4(830) stNum=4 sqNum=0 | rho=0.080348 V=1.055102 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000043 4(830) -> 3(828) stNum=4 sqNum=0 | rho=0.063796 V=1.053233 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000044 4(830) -> 5(850) stNum=4 sqNum=0 | rho=0.063796 V=1.053233 pu | ENTREGUE
2026-09-24 01:13:07.846 | [t_sim=07:00:00.600 k=003] MSG #0000045 5(850) -> 4(830) stNum=4 sqNum=0 | rho=0.073555 V=1.055603 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.600 k=003] MSG #0000046 5(850) -> 6(832) stNum=4 sqNum=0 | rho=0.073555 V=1.055603 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.600 k=003] MSG #0000047 5(850) -> 2(824) stNum=4 sqNum=0 | rho=0.073555 V=1.055603 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.847 | [t_sim=07:00:00.600 k=003] MSG #0000048 6(832) -> 5(850) stNum=4 sqNum=0 | rho=0.014456 V=1.049501 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.600 k=003] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000049 1(816) -> 2(824) stNum=5 sqNum=0 | rho=0.116784 V=1.055389 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000050 2(824) -> 1(816) stNum=5 sqNum=0 | rho=0.110821 V=1.054943 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000051 2(824) -> 3(828) stNum=5 sqNum=0 | rho=0.110821 V=1.054943 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000052 2(824) -> 5(850) stNum=5 sqNum=0 | rho=0.110821 V=1.054943 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000053 3(828) -> 2(824) stNum=5 sqNum=0 | rho=0.103876 V=1.054878 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000054 3(828) -> 4(830) stNum=5 sqNum=0 | rho=0.103876 V=1.054878 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000055 4(830) -> 3(828) stNum=5 sqNum=0 | rho=0.084347 V=1.052994 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000056 4(830) -> 5(850) stNum=5 sqNum=0 | rho=0.084347 V=1.052994 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000057 5(850) -> 4(830) stNum=5 sqNum=0 | rho=0.090095 V=1.055400 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000058 5(850) -> 6(832) stNum=5 sqNum=0 | rho=0.090095 V=1.055400 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000059 5(850) -> 2(824) stNum=5 sqNum=0 | rho=0.090095 V=1.055400 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] MSG #0000060 6(832) -> 5(850) stNum=5 sqNum=0 | rho=0.024306 V=1.049254 pu | ENTREGUE
2026-09-24 01:13:07.847 | [t_sim=07:00:00.800 k=004] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000061 1(816) -> 2(824) stNum=6 sqNum=0 | rho=0.142737 V=1.055194 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000062 2(824) -> 1(816) stNum=6 sqNum=0 | rho=0.135370 V=1.054729 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000063 2(824) -> 3(828) stNum=6 sqNum=0 | rho=0.135370 V=1.054729 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000064 2(824) -> 5(850) stNum=6 sqNum=0 | rho=0.135370 V=1.054729 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000065 3(828) -> 2(824) stNum=6 sqNum=0 | rho=0.126168 V=1.054663 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000066 3(828) -> 4(830) stNum=6 sqNum=0 | rho=0.126168 V=1.054663 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000067 4(830) -> 3(828) stNum=6 sqNum=0 | rho=0.103532 V=1.052765 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000068 4(830) -> 5(850) stNum=6 sqNum=0 | rho=0.103532 V=1.052765 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000069 5(850) -> 4(830) stNum=6 sqNum=0 | rho=0.105174 V=1.055206 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000070 5(850) -> 6(832) stNum=6 sqNum=0 | rho=0.105174 V=1.055206 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000071 5(850) -> 2(824) stNum=6 sqNum=0 | rho=0.105174 V=1.055206 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] MSG #0000072 6(832) -> 5(850) stNum=6 sqNum=0 | rho=0.035271 V=1.049016 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.000 k=005] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-24 01:13:07.848 | [t_sim=07:00:01.200 k=006] MSG #0000073 1(816) -> 2(824) stNum=7 sqNum=0 | rho=0.167481 V=1.055008 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.200 k=006] MSG #0000074 2(824) -> 1(816) stNum=7 sqNum=0 | rho=0.158710 V=1.054525 pu | ENTREGUE
2026-09-24 01:13:07.848 | [t_sim=07:00:01.200 k=006] MSG #0000075 2(824) -> 3(828) stNum=7 sqNum=0 | rho=0.158710 V=1.054525 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000076 2(824) -> 5(850) stNum=7 sqNum=0 | rho=0.158710 V=1.054525 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000077 3(828) -> 2(824) stNum=7 sqNum=0 | rho=0.147246 V=1.054458 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000078 3(828) -> 4(830) stNum=7 sqNum=0 | rho=0.147246 V=1.054458 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000079 4(830) -> 3(828) stNum=7 sqNum=0 | rho=0.121405 V=1.052546 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000080 4(830) -> 5(850) stNum=7 sqNum=0 | rho=0.121405 V=1.052546 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000081 5(850) -> 4(830) stNum=7 sqNum=0 | rho=0.119281 V=1.055020 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000082 5(850) -> 6(832) stNum=7 sqNum=0 | rho=0.119281 V=1.055020 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000083 5(850) -> 2(824) stNum=7 sqNum=0 | rho=0.119281 V=1.055020 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] MSG #0000084 6(832) -> 5(850) stNum=7 sqNum=0 | rho=0.046921 V=1.048787 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.200 k=006] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000085 1(816) -> 2(824) stNum=8 sqNum=0 | rho=0.191059 V=1.054830 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000086 2(824) -> 1(816) stNum=8 sqNum=0 | rho=0.180884 V=1.054329 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000087 2(824) -> 3(828) stNum=8 sqNum=0 | rho=0.180884 V=1.054329 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000088 2(824) -> 5(850) stNum=8 sqNum=0 | rho=0.180884 V=1.054329 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000089 3(828) -> 2(824) stNum=8 sqNum=0 | rho=0.167140 V=1.054262 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000090 3(828) -> 4(830) stNum=8 sqNum=0 | rho=0.167140 V=1.054262 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000091 4(830) -> 3(828) stNum=8 sqNum=0 | rho=0.138087 V=1.052336 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000092 4(830) -> 5(850) stNum=8 sqNum=0 | rho=0.138087 V=1.052336 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000093 5(850) -> 4(830) stNum=8 sqNum=0 | rho=0.132676 V=1.054843 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000094 5(850) -> 6(832) stNum=8 sqNum=0 | rho=0.132676 V=1.054843 pu | ENTREGUE
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000095 5(850) -> 2(824) stNum=8 sqNum=0 | rho=0.132676 V=1.054843 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.849 | [t_sim=07:00:01.400 k=007] MSG #0000096 6(832) -> 5(850) stNum=8 sqNum=0 | rho=0.058981 V=1.048567 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.400 k=007] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000097 1(816) -> 2(824) stNum=9 sqNum=0 | rho=0.213510 V=1.054659 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000098 2(824) -> 1(816) stNum=9 sqNum=0 | rho=0.201935 V=1.054142 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000099 2(824) -> 3(828) stNum=9 sqNum=0 | rho=0.201935 V=1.054142 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000100 2(824) -> 5(850) stNum=9 sqNum=0 | rho=0.201935 V=1.054142 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000101 3(828) -> 2(824) stNum=9 sqNum=0 | rho=0.185897 V=1.054074 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000102 3(828) -> 4(830) stNum=9 sqNum=0 | rho=0.185897 V=1.054074 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000103 4(830) -> 3(828) stNum=9 sqNum=0 | rho=0.153706 V=1.052135 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000104 4(830) -> 5(850) stNum=9 sqNum=0 | rho=0.153706 V=1.052135 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000105 5(850) -> 4(830) stNum=9 sqNum=0 | rho=0.145509 V=1.054673 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000106 5(850) -> 6(832) stNum=9 sqNum=0 | rho=0.145509 V=1.054673 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000107 5(850) -> 2(824) stNum=9 sqNum=0 | rho=0.145509 V=1.054673 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] MSG #0000108 6(832) -> 5(850) stNum=9 sqNum=0 | rho=0.071264 V=1.048355 pu | ENTREGUE
2026-09-24 01:13:07.850 | [t_sim=07:00:01.600 k=008] enlaces 5/6 | perdidos: (2,5) | isolados: - | partições: {1,2,3,4,5,6} | λ2=0.268 | msgs 10 enviadas, 2 perdidas | saltos até o líder 1:0 2:1 3:2 4:3 5:4 6:5 | idade da info 1:0 2:0 3:0 4:0 5:0 6:0
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000109 1(816) -> 2(824) stNum=10 sqNum=0 | rho=0.234877 V=1.054496 pu | ENTREGUE
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000110 2(824) -> 1(816) stNum=10 sqNum=0 | rho=0.221904 V=1.053964 pu | ENTREGUE
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000111 2(824) -> 3(828) stNum=10 sqNum=0 | rho=0.221904 V=1.053964 pu | ENTREGUE
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000112 2(824) -> 5(850) stNum=10 sqNum=0 | rho=0.221904 V=1.053964 pu | PERDIDA (enlace (2,5) fora (falha permanente))
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000113 3(828) -> 2(824) stNum=10 sqNum=0 | rho=0.203576 V=1.053895 pu | ENTREGUE
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000114 3(828) -> 4(830) stNum=10 sqNum=0 | rho=0.203576 V=1.053895 pu | ENTREGUE
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000115 4(830) -> 3(828) stNum=10 sqNum=0 | rho=0.168379 V=1.051943 pu | ENTREGUE
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000116 4(830) -> 5(850) stNum=10 sqNum=0 | rho=0.168379 V=1.051943 pu | ENTREGUE
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000117 5(850) -> 4(830) stNum=10 sqNum=0 | rho=0.157865 V=1.054511 pu | ENTREGUE
2026-09-24 01:13:07.851 | [t_sim=07:00:01.800 k=009] MSG #0000118 5(850) -> 6(832) stNum=10 sqNum=0 | rho=0.157865 V=1.054511 pu | ENTREGUE
