arquitetura,cenario,hora,numero_de_barras_com_sobretensao,numero_de_barras_com_subtensao,numero_de_fases_com_sobretensao,numero_de_fases_com_subtensao,tensao_maxima_rede_pu,tensao_minima_rede_pu,barras_com_sobretensao,barras_com_subtensao
sem_controle,sem_controle,14,11,0,16,0,1.0526369445086063,1.0175056090385028,800 802 806 808 812 812r 814 850 816 824 828,
sem_controle,sem_controle,15,0,0,0,0,1.0502955102085094,0.9900600422595227,,
sem_controle,sem_controle,16,0,0,0,0,1.050416238288003,0.9988178632507,,
sem_controle,sem_controle,17,0,0,0,0,1.0501995250985579,0.9801203631009798,,
sem_controle,sem_controle,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
sem_controle,sem_controle,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
sem_controle,sem_controle,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
sem_controle,sem_controle,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
sem_controle,sem_controle,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
sem_controle,sem_controle,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C0,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leader_follower,C0,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leader_follower,C0,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leader_follower,C0,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leader_follower,C0,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leader_follower,C0,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leader_follower,C0,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leader_follower,C0,7,6,0,9,0,1.0507974957944095,1.022364717029265,800 802 806 808 812 812r,
leader_follower,C0,8,6,0,6,0,1.0507807462095407,1.0180240463806047,800 802 806 808 812 812r,
leader_follower,C0,9,6,0,6,0,1.0507726169672005,1.0163248194996575,800 802 806 808 812 812r,
leader_follower,C0,10,6,0,6,0,1.0507635167212825,1.014623919536876,800 802 806 808 812 812r,
leader_follower,C0,11,3,0,3,0,1.0507399287140948,1.0095556736233977,808 812 812r,
leader_follower,C0,12,3,0,3,0,1.0507349370882704,1.00870720696233,808 812 812r,
leader_follower,C0,13,4,0,4,0,1.0507441882633601,1.0103837364211816,800 808 812 812r,
leader_follower,C0,14,6,0,6,0,1.0507660303895017,1.0146091112347604,800 802 806 808 812 812r,
leader_follower,C0,15,0,0,0,0,1.0502955100136582,0.99005999176119,,
leader_follower,C0,16,0,0,0,0,1.050416238287995,0.9988178632350969,,
leader_follower,C0,17,0,0,0,0,1.0501995250985579,0.9801203631009789,,
leader_follower,C0,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leader_follower,C0,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C0,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C0,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C0,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leader_follower,C0,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C1,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leader_follower,C1,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leader_follower,C1,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leader_follower,C1,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leader_follower,C1,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leader_follower,C1,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leader_follower,C1,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leader_follower,C1,7,6,0,9,0,1.050798209951824,1.0223665251446998,800 802 806 808 812 812r,
leader_follower,C1,8,6,0,6,0,1.0507796443179567,1.0180647385105932,800 802 806 808 812 812r,
leader_follower,C1,9,7,0,7,0,1.0507740134108283,1.0163991055277795,800 802 806 808 812 812r 814,
leader_follower,C1,10,7,0,7,0,1.0507662651501708,1.0147195133560956,800 802 806 808 812 812r 814,
leader_follower,C1,11,3,0,3,0,1.0507394889167683,1.0096387090172585,808 812 812r,
leader_follower,C1,12,3,0,3,0,1.0507352447463465,1.0087805161301784,808 812 812r,
leader_follower,C1,13,4,0,4,0,1.0507439735591093,1.0104323305488125,800 808 812 812r,
leader_follower,C1,14,6,0,6,0,1.0507652793007516,1.014634161009808,800 802 806 808 812 812r,
leader_follower,C1,15,0,0,0,0,1.0502955100153593,0.9900599919448372,,
leader_follower,C1,16,0,0,0,0,1.0504162382879951,0.9988178632351565,,
leader_follower,C1,17,0,0,0,0,1.0501995250985579,0.9801203631009789,,
leader_follower,C1,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leader_follower,C1,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C1,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C1,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C1,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leader_follower,C1,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C2,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leader_follower,C2,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leader_follower,C2,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leader_follower,C2,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leader_follower,C2,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leader_follower,C2,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leader_follower,C2,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leader_follower,C2,7,16,0,30,0,1.0545775605182972,1.0267152432666289,800 802 806 808 810 812 812r 814 850 816 824 826 828 830 854 856,
leader_follower,C2,8,16,0,30,0,1.0570087726309085,1.0251889669944139,800 802 806 808 810 812 812r 814 850 816 824 826 828 830 854 856,
leader_follower,C2,9,29,0,43,0,1.059857268630359,1.0266691986024823,800 802 806 808 810 812 812r 814 850 816 824 826 828 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 856 852,
leader_follower,C2,10,29,0,43,0,1.0608520426612322,1.02626743736267,800 802 806 808 810 812 812r 814 850 816 824 826 828 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 856 852,
leader_follower,C2,11,15,0,23,0,1.0568660217182304,1.0181835922132605,800 802 806 808 810 812 812r 814 850 816 824 826 828 830 854,
leader_follower,C2,12,11,0,17,0,1.054459807468582,1.0148994680910437,800 802 806 808 812 812r 814 850 816 824 828,
leader_follower,C2,13,11,0,11,0,1.0519688606630295,1.013339723103367,800 802 806 808 812 812r 814 850 816 824 828,
leader_follower,C2,14,8,0,8,0,1.0507775933440402,1.015258974810807,800 802 806 808 812 812r 814 850,
leader_follower,C2,15,0,0,0,0,1.0502955100559643,0.9900599973128145,,
leader_follower,C2,16,0,0,0,0,1.0504162382879993,0.9988178632368725,,
leader_follower,C2,17,0,0,0,0,1.0501995250985579,0.9801203631009796,,
leader_follower,C2,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leader_follower,C2,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C2,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C2,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C2,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leader_follower,C2,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_lider_curta,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leader_follower,C3_lider_curta,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leader_follower,C3_lider_curta,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leader_follower,C3_lider_curta,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leader_follower,C3_lider_curta,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leader_follower,C3_lider_curta,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leader_follower,C3_lider_curta,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leader_follower,C3_lider_curta,7,6,0,9,0,1.0507974957944095,1.022364717029265,800 802 806 808 812 812r,
leader_follower,C3_lider_curta,8,6,0,6,0,1.0507807462095407,1.0180240463806047,800 802 806 808 812 812r,
leader_follower,C3_lider_curta,9,6,0,6,0,1.0507726169672005,1.0163248194996575,800 802 806 808 812 812r,
leader_follower,C3_lider_curta,10,6,0,6,0,1.0507657031710198,1.0146326717470935,800 802 806 808 812 812r,
leader_follower,C3_lider_curta,11,3,0,3,0,1.050739928714181,1.0095556736240476,808 812 812r,
leader_follower,C3_lider_curta,12,3,0,3,0,1.0507349370882704,1.00870720696233,808 812 812r,
leader_follower,C3_lider_curta,13,4,0,4,0,1.0507441882633601,1.0103837364211816,800 808 812 812r,
leader_follower,C3_lider_curta,14,6,0,6,0,1.0507660303895017,1.0146091112347604,800 802 806 808 812 812r,
leader_follower,C3_lider_curta,15,0,0,0,0,1.0502955100136582,0.99005999176119,,
leader_follower,C3_lider_curta,16,0,0,0,0,1.050416238287995,0.9988178632350969,,
leader_follower,C3_lider_curta,17,0,0,0,0,1.0501995250985579,0.9801203631009789,,
leader_follower,C3_lider_curta,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leader_follower,C3_lider_curta,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_lider_curta,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_lider_curta,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_lider_curta,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leader_follower,C3_lider_curta,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_lider_longa,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leader_follower,C3_lider_longa,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leader_follower,C3_lider_longa,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leader_follower,C3_lider_longa,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leader_follower,C3_lider_longa,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leader_follower,C3_lider_longa,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leader_follower,C3_lider_longa,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leader_follower,C3_lider_longa,7,6,0,9,0,1.0507974957944095,1.022364717029265,800 802 806 808 812 812r,
leader_follower,C3_lider_longa,8,6,0,6,0,1.0507807462095407,1.0180240463806047,800 802 806 808 812 812r,
leader_follower,C3_lider_longa,9,6,0,6,0,1.0507726169672005,1.0163248194996575,800 802 806 808 812 812r,
leader_follower,C3_lider_longa,10,29,0,43,0,1.0608520426612322,1.02626743736267,800 802 806 808 810 812 812r 814 850 816 824 826 828 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 856 852,
leader_follower,C3_lider_longa,11,3,0,3,0,1.050739930087001,1.0095556761322158,808 812 812r,
leader_follower,C3_lider_longa,12,3,0,3,0,1.0507349370882704,1.0087072069623295,808 812 812r,
leader_follower,C3_lider_longa,13,4,0,4,0,1.0507441882633601,1.0103837364211816,800 808 812 812r,
leader_follower,C3_lider_longa,14,6,0,6,0,1.0507660303895017,1.0146091112347604,800 802 806 808 812 812r,
leader_follower,C3_lider_longa,15,0,0,0,0,1.0502955100136582,0.99005999176119,,
leader_follower,C3_lider_longa,16,0,0,0,0,1.050416238287995,0.9988178632350969,,
leader_follower,C3_lider_longa,17,0,0,0,0,1.0501995250985579,0.9801203631009789,,
leader_follower,C3_lider_longa,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leader_follower,C3_lider_longa,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_lider_longa,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_lider_longa,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_lider_longa,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leader_follower,C3_lider_longa,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_naolider_curta,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leader_follower,C3_naolider_curta,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leader_follower,C3_naolider_curta,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leader_follower,C3_naolider_curta,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leader_follower,C3_naolider_curta,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leader_follower,C3_naolider_curta,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leader_follower,C3_naolider_curta,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leader_follower,C3_naolider_curta,7,6,0,9,0,1.0507974957944095,1.022364717029265,800 802 806 808 812 812r,
leader_follower,C3_naolider_curta,8,6,0,6,0,1.0507807462095407,1.0180240463806047,800 802 806 808 812 812r,
leader_follower,C3_naolider_curta,9,6,0,6,0,1.0507726169672005,1.0163248194996575,800 802 806 808 812 812r,
leader_follower,C3_naolider_curta,10,6,0,6,0,1.0507635156749888,1.014623915358601,800 802 806 808 812 812r,
leader_follower,C3_naolider_curta,11,3,0,3,0,1.050739928714089,1.009555673623391,808 812 812r,
leader_follower,C3_naolider_curta,12,3,0,3,0,1.0507349370882704,1.00870720696233,808 812 812r,
leader_follower,C3_naolider_curta,13,4,0,4,0,1.0507441882633601,1.0103837364211816,800 808 812 812r,
leader_follower,C3_naolider_curta,14,6,0,6,0,1.0507660303895017,1.0146091112347604,800 802 806 808 812 812r,
leader_follower,C3_naolider_curta,15,0,0,0,0,1.0502955100136582,0.99005999176119,,
leader_follower,C3_naolider_curta,16,0,0,0,0,1.050416238287995,0.9988178632350969,,
leader_follower,C3_naolider_curta,17,0,0,0,0,1.0501995250985579,0.9801203631009789,,
leader_follower,C3_naolider_curta,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leader_follower,C3_naolider_curta,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_naolider_curta,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_naolider_curta,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_naolider_curta,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leader_follower,C3_naolider_curta,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_naolider_longa,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leader_follower,C3_naolider_longa,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leader_follower,C3_naolider_longa,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leader_follower,C3_naolider_longa,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leader_follower,C3_naolider_longa,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leader_follower,C3_naolider_longa,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leader_follower,C3_naolider_longa,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leader_follower,C3_naolider_longa,7,6,0,9,0,1.0507974957944095,1.022364717029265,800 802 806 808 812 812r,
leader_follower,C3_naolider_longa,8,6,0,6,0,1.0507807462095407,1.0180240463806047,800 802 806 808 812 812r,
leader_follower,C3_naolider_longa,9,6,0,6,0,1.0507726169672005,1.0163248194996575,800 802 806 808 812 812r,
leader_follower,C3_naolider_longa,10,6,0,6,0,1.050764493445735,1.015421489499526,800 802 806 808 812 812r,
leader_follower,C3_naolider_longa,11,3,0,3,0,1.0507399287441492,1.0095556727937127,808 812 812r,
leader_follower,C3_naolider_longa,12,3,0,3,0,1.0507349370882701,1.0087072069623295,808 812 812r,
leader_follower,C3_naolider_longa,13,4,0,4,0,1.0507441882633601,1.0103837364211816,800 808 812 812r,
leader_follower,C3_naolider_longa,14,6,0,6,0,1.0507660303895017,1.0146091112347604,800 802 806 808 812 812r,
leader_follower,C3_naolider_longa,15,0,0,0,0,1.0502955100136582,0.99005999176119,,
leader_follower,C3_naolider_longa,16,0,0,0,0,1.050416238287995,0.9988178632350969,,
leader_follower,C3_naolider_longa,17,0,0,0,0,1.0501995250985579,0.9801203631009789,,
leader_follower,C3_naolider_longa,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leader_follower,C3_naolider_longa,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_naolider_longa,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_naolider_longa,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leader_follower,C3_naolider_longa,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leader_follower,C3_naolider_longa,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C0,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leaderless,C0,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leaderless,C0,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leaderless,C0,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leaderless,C0,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leaderless,C0,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leaderless,C0,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leaderless,C0,7,6,0,9,0,1.0507967743424311,1.0223626766455614,800 802 806 808 812 812r,
leaderless,C0,8,6,0,6,0,1.050777351199327,1.0180070461937336,800 802 806 808 812 812r,
leaderless,C0,9,6,0,6,0,1.050768760393735,1.0163083275296734,800 802 806 808 812 812r,
leaderless,C0,10,6,0,6,0,1.0507600456920705,1.0146113795203835,800 802 806 808 812 812r,
leaderless,C0,11,3,0,3,0,1.0507403164228017,1.0095578598731665,808 812 812r,
leaderless,C0,12,3,0,3,0,1.0507366305200148,1.0087119916885863,808 812 812r,
leaderless,C0,13,4,0,4,0,1.0507436936124215,1.0103775485257738,800 808 812 812r,
leaderless,C0,14,6,0,6,0,1.0507655989240534,1.0146033158062386,800 802 806 808 812 812r,
leaderless,C0,15,0,0,0,0,1.0502955100132891,0.9900599916988949,,
leaderless,C0,16,0,0,0,0,1.0504162382879947,0.9988178632350768,,
leaderless,C0,17,0,0,0,0,1.0501995250985579,0.9801203631009789,,
leaderless,C0,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leaderless,C0,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C0,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C0,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C0,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leaderless,C0,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C1,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leaderless,C1,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leaderless,C1,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leaderless,C1,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leaderless,C1,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leaderless,C1,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leaderless,C1,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leaderless,C1,7,6,0,9,0,1.0507976885133308,1.0223652512796897,800 802 806 808 812 812r,
leaderless,C1,8,6,0,6,0,1.0507796092573651,1.0180588476211765,800 802 806 808 812 812r,
leaderless,C1,9,6,0,6,0,1.050771335812688,1.016397684186177,800 802 806 808 812 812r,
leaderless,C1,10,6,0,6,0,1.0507624883424878,1.0147216086177722,800 802 806 808 812 812r,
leaderless,C1,11,3,0,3,0,1.0507414406539932,1.0096552615007934,808 812 812r,
leaderless,C1,12,3,0,3,0,1.0507361023556534,1.008774417669231,808 812 812r,
leaderless,C1,13,4,0,4,0,1.0507415468359667,1.0103976740989575,800 808 812 812r,
leaderless,C1,14,7,0,7,0,1.0507662697028166,1.0146124842697222,800 802 806 808 812 812r 814,
leaderless,C1,15,0,0,0,0,1.0502955100138716,0.9900599917972414,,
leaderless,C1,16,0,0,0,0,1.0504162382879947,0.9988178632351088,,
leaderless,C1,17,0,0,0,0,1.0501995250985579,0.9801203631009789,,
leaderless,C1,18,0,0,0,0,1.0503034017860868,0.98899423580292,,
leaderless,C1,19,0,16,0,16,1.0496066048479267,0.9293027780685071,,820 822 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C1,20,0,18,0,18,1.0494657402550032,0.9171711303144955,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C1,21,0,18,0,18,1.0494156571369113,0.9128579089797283,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C1,22,0,19,0,22,1.049405687339917,0.9119995692326445,,820 822 830 854 832 858 834 860 842 836 840 862 844 846 848 852r 852 864 838
leaderless,C1,23,0,14,0,14,1.0497076999321218,0.9379802359096626,,832 858 834 860 842 836 840 862 844 846 848 852r 852 864
leaderless,C2,0,1,0,1,0,1.0505970659065018,1.0140607431039363,800,
leaderless,C2,1,1,0,1,0,1.0505970903489996,1.01406413723379,800,
leaderless,C2,2,1,0,1,0,1.050594980095696,1.013884423095452,800,
leaderless,C2,3,1,0,1,0,1.0505949776249721,1.013883944587805,800,
leaderless,C2,4,1,0,1,0,1.0505970879234297,1.014063670256571,800,
leaderless,C2,5,2,0,4,0,1.0506393917986803,1.0176714409682215,800 802,
leaderless,C2,6,3,0,5,0,1.0506384889471005,1.018543865173867,800 802 806,
leaderless,C2,7,6,0,9,0,1.0507974619454474,1.02236148037069,800 802 806 808 812 812r,
leaderless,C2,8,6,0,6,0,1.0507771299264557,1.018197303055527,800 802 806 808 812 812r,
leaderless,C2,9,6,0,6,0,1.0507701736148876,1.016667260929272,800 802 806 808 812 812r,
leaderless,C2,10,6,0,6,0,1.0507624293396889,1.0149914928083879,800 802 806 808 812 812r,
leaderless,C2,11,3,0,3,0,1.0507356544711024,1.009926143822864,808 812 812r,
leaderless,C2,12,3,0,3,0,1.0507328039009871,1.0090463988813918,808 812 812r,
leaderless,C2,13,5,0,5,0,1.050746659532213,1.010657361203681,800 808 812 812r 814,
leaderless,C2,14,6,0,6,0,1.0507643828647444,1.0147624645823186,800 802 806 808 812 812r,
leaderless,C2,15,0,0,0,0,1.0502955100238067,0.9900599929167608,,
leaderless,C2,16,0,0,0,0,1.050416238287996,0.9988178632354706,,
