arquitetura,cenario,hora,iteracoes_de_comunicacao,iteracoes_com_algum_enlace_fora,mensagens_tentadas,mensagens_entregues,mensagens_perdidas,taxa_de_perda_percentual,maior_idade_da_informacao_iteracoes,minimo_lambda_2
leaderless,C3_lider_longa,11,52,0,624,624,0,0.0,0,0.6570769172228301
leaderless,C3_lider_longa,12,54,0,648,648,0,0.0,0,0.6570769172228301
leaderless,C3_lider_longa,13,60,0,720,720,0,0.0,0,0.6570769172228301
leaderless,C3_lider_longa,14,68,0,816,816,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_curta,7,112,0,1344,1344,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_curta,8,71,0,852,852,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_curta,9,59,0,708,708,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_curta,10,54,20,648,608,40,6.172839506172839,20,0.0
leaderless,C3_naolider_curta,11,52,0,624,624,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_curta,12,54,0,648,648,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_curta,13,60,0,720,720,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_curta,14,68,0,816,816,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_longa,7,112,0,1344,1344,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_longa,8,71,0,852,852,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_longa,9,59,0,708,708,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_longa,10,52,52,624,520,104,16.666666666666668,52,0.0
leaderless,C3_naolider_longa,11,52,0,624,624,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_longa,12,54,0,648,648,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_longa,13,60,0,720,720,0,0.0,0,0.6570769172228301
leaderless,C3_naolider_longa,14,68,0,816,816,0,0.0,0,0.6570769172228301
leaderless,C0,7,150,0,1800,1800,0,0.0,0,0.6570769172228301
leaderless,C0,8,96,0,1152,1152,0,0.0,0,0.6570769172228301
leaderless,C0,9,80,0,960,960,0,0.0,0,0.6570769172228301
leaderless,C0,10,73,0,876,876,0,0.0,0,0.6570769172228301
leaderless,C0,11,71,0,852,852,0,0.0,0,0.6570769172228301
leaderless,C0,12,74,0,888,888,0,0.0,0,0.6570769172228301
leaderless,C0,13,81,0,972,972,0,0.0,0,0.6570769172228301
leaderless,C0,14,92,0,1104,1104,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.05,7,152,0,1824,1824,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.05,8,97,0,1164,1164,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.05,9,81,0,972,972,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.05,10,74,0,888,888,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.05,11,72,0,864,864,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.05,12,75,0,900,900,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.05,13,82,0,984,984,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.05,14,93,0,1116,1116,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.10,7,154,0,1848,1848,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.10,8,98,0,1176,1176,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.10,9,82,0,984,984,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.10,10,75,0,900,900,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.10,11,73,0,876,876,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.10,12,76,0,912,912,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.10,13,83,0,996,996,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.10,14,94,0,1128,1128,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.20,7,160,0,1920,1920,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.20,8,102,0,1224,1224,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.20,9,85,0,1020,1020,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.20,10,79,0,948,948,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.20,11,75,0,900,900,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.20,12,79,0,948,948,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.20,13,86,0,1032,1032,0,0.0,0,0.6570769172228301
leaderless,C0_perda_0.20,14,97,0,1164,1164,0,0.0,0,0.6570769172228301
